;Unnamed: 0;filename;id;sex;weight;height;complete;area;area_cc;mayor_axis;minor_axis;percent_area;eccentricity;predicted_weight;difference;perimeter;width_bbox;height_bbox;mask_method;symmetry;symmetry_v;orientation;distance;area_bb;good;augmented;train_set;train
828;829;bd65635c58fb4be39b9604e10236e4c2;TA433;0;17,7;1,2459036865234374;True;97801,5;235595,3066605581;696,3775634765625;212,9283142089844;0,3771634504141793;0,952106815684347;17,285000000000004;0,4149999999999956;2017,5890817642207;588,0;441,0;NEW;0,93412530281683;0,8454544533079255;56,8200569152832;281,44271175498574;259308,0;Selected;False;True;False
833;834;8b352adb0663481da6445009fbded5e5;TA977;0;16,8;1,225158935546875;True;77191,0;218422,4842158313;582,5986938476562;228,1246032714844;0,36880554228380313;0,920150927981132;16,836999999999993;0,03699999999999193;2395,60632789135;598,0;350,0;NEW;0,5520934512550483;0,6021675783446654;109,64771270751952;331,6579563345345;209300,0;Discarded;False;True;False
911;912;1b4cf4f2c75149349e460ad0a580be65;TA5854;1;24,0;1,4349595947265623;True;85152,5;325759,9760849687;526,9605102539062;247,2732391357422;0,5866598230771352;0,8830683695443122;24,375999999999998;0,37599999999999767;1852,854021072388;554,0;262,0;NEW;0,6770140084702378;0,8687811234700051;88,33538818359375;150,86417732516887;145148,0;Selected;False;True;False
931;932;7a299ee1728a49d39faafcfe6d41eeb4;TA5854;1;24,0;1,380405029296875;True;70883,0;287434,4317702648;489,5849609375;227,468505859375;0,508559334194289;0,8855128018329038;23,351999999999997;0,6480000000000032;1790,8712657690048;505,0;276,0;NEW;0,6974433404041531;0,8029753265602322;101,74122619628906;300,1016494456503;139380,0;Selected;False;True;False
1008;1009;998bec2129c540538bf49fcc63e781a4;TA433;0;17,7;1,24404443359375;True;96923,0;240017,47412372983;690,760986328125;213,89700317382807;0,3750512719308429;0,950849257237176;17,973000000000003;0,27300000000000324;2024,6601506471636;586,0;441,0;NEW;0,934803284891748;0,8365428866548716;56,67559814453125;276,4868893817571;258426,0;Selected;False;True;False
1018;1019;b3fde500f30247f39c8d19631143e593;TA977;0;16,8;1,2378760986328126;True;93066,0;245200,3655323533;652,5003662109375;223,61338806152344;0,3823394080817708;0,93944404898267;18,195000000000007;1,3950000000000067;1983,665202498436;604,0;403,0;NEW;0,6883025618092379;0,863199812602483;123,2795181274414;334,45029526074575;243412,0;Selected;False;True;False
1019;1020;0b40718ace514a14af13661efeaa5de2;TA977;0;16,8;1,2227344970703125;True;94911,0;236552,46910008005;650,2095947265625;224,0193023681641;0,3835996798991197;0,938773845817742;17,90500000000001;1,1050000000000075;1957,8905979394915;602,0;411,0;NEW;0,7116073573495159;0,8822761408383033;124,91522216796876;319,0814942926023;247422,0;Selected;False;True;False
1048;1049;cfee0f00565547e2b162e85cff90bbac;TA977;0;16,8;1,224589599609375;True;77191,0;226281,58706163208;582,5986938476562;228,1246032714844;0,36880554228380313;0,920150927981132;18,127000000000013;1,3270000000000124;2395,60632789135;598,0;350,0;NEW;0,5520934512550483;0,6021675783446654;109,64771270751952;331,6579563345345;209300,0;Discarded;False;True;False
1054;1055;c0ff31f182e74f1da1f03504b14cfb77;TA5854;1;24,0;1,4349595947265623;True;88162,5;461484,8063577138;535,0777587890625;247,91001892089844;0,6203340815220834;0,8861932079703683;24,351000000000003;0,35100000000000264;1705,775814294815;553,0;257,0;NEW;0,6884124805974849;0,87807347085686;87,3578872680664;204,35508312738395;142121,0;Selected;False;True;False
1097;1098;3a558673ec384fdf8f56e124f92b898b;TA433;0;17,7;1,243443359375;True;97801,5;244141,5041780604;696,3775634765625;212,9283142089844;0,3771634504141793;0,952106815684347;17,849000000000004;0,14900000000000446;2017,5890817642207;588,0;441,0;NEW;0,93412530281683;0,8454544533079255;56,8200569152832;281,44271175498574;259308,0;Selected;False;True;False
1169;1170;30fb47759aaa4ec5969b8e0edfc6abe5;TA433;0;17,7;1,24404443359375;True;96923,0;240017,47412372983;690,760986328125;213,89700317382807;0,3750512719308429;0,950849257237176;17,973000000000003;0,27300000000000324;2024,6601506471636;586,0;441,0;NEW;0,934803284891748;0,8365428866548716;56,67559814453125;276,4868893817571;258426,0;Selected;False;True;False
1173;1174;b7ae2cd89693499e92d516950bfcce61;TA5854;1;24,0;1,435654541015625;True;82525,0;321994,9423357251;497,7745971679688;246,59442138671875;0,6248769554616631;0,8686685434334275;24,654;0,6539999999999999;1689,9007049798963;506,0;261,0;NEW;0,6967207207207207;0,8808648648648648;89,40904998779297;102,08329931972224;132066,0;Selected;False;True;False
1198;1199;5c4bc6eb1de445b9aaf553571be396c3;TA977;0;16,8;1,217254638671875;True;95891,0;232677,55069631815;652,9920654296875;221,68377685546875;0,3838972227893812;0,940609939992872;17,283000000000005;0,4830000000000041;1978,3758800029757;599,0;417,0;NEW;0,7295978496846893;0,8950067197353458;125,47769165039062;317,23808094237364;249783,0;Selected;False;True;False
