Unnamed: 0,filename,id,sex,weight,height,complete,area,area_cc,mayor_axis,minor_axis,percent_area,eccentricity,perimeter,width_bbox,height_bbox,mask_method,symmetry,symmetry_v,orientation,distance,area_bb,good,augmented,train_set,train
79,ff3fd2bdbd9a4f569dc3d177d498247b,0234,1,24.6,1.3774935302734377,True,65624.0,351006.4978641583,543.18408203125,188.9122314453125,0.6024087537636778,0.9375736612366607,1630.3372160196304,534.0,204.0,NEW,0.7959060625244943,0.8299116698320822,89.83997344970703,265.0018867857359,108936.0,Selected,False,True,False
80,20f7e5f5f6bf4250b2f7908afa72897b,0238,1,25.8,1.474826904296875,True,57596.0,312707.1513722097,560.8612670898438,151.07949829101562,0.621128461737555,0.963036612029292,1970.6702555418012,536.0,173.0,NEW,0.8588339947995073,0.7755576844122075,87.85171508789062,200.38463014912097,92728.0,Selected,False,True,True
81,3a37bec1a899476ca056cca3b56302b1,0274,0,25.4,1.33201123046875,True,87954.0,283928.43795996264,664.2073974609375,231.92811584472656,0.4369863966533184,0.9370555702357478,2362.3758811950684,641.0,314.0,NEW,0.6539304377142215,0.5972916783727594,79.09295654296875,325.7115288103877,201274.0,Discarded,False,True,True
83,d2a64a1a81264b1ba6d990717b05776f,0236,0,25.5,1.3692828369140626,True,75148.5,321029.3607557911,682.3629760742188,165.7012939453125,0.4037073050186413,0.970067724476515,1846.9961557388303,571.0,326.0,NEW,0.8836829560568351,0.8148645623460936,110.95148468017578,296.44561052577586,186146.0,Selected,False,True,True
85,acf24a583d03429082ae30843ea7fa11,0253,1,21.8,1.2959005126953125,True,95447.0,286515.8867623862,696.5783081054688,198.64263916015625,0.37985529625266645,0.9584772088455112,1999.1210469007488,641.0,392.0,NEW,0.7791449902910605,0.835093403113091,62.159786224365234,285.0070174574654,251272.0,Selected,False,True,False
88,f07fd6d3a683457dad9072444ae2886b,0230,0,25.5,1.3425982666015626,True,77987.0,331621.36954555043,564.3126220703125,200.2740020751953,0.4305486545872117,0.9349046361254424,1754.3616000413897,522.0,347.0,NEW,0.7570312996000254,0.843730556790045,61.4073371887207,223.2129028528593,181134.0,Selected,False,True,False
91,6da8368388a5418488e5a301e97409f6,0239,1,22.8,1.34697265625,True,75340.0,283594.9092532823,558.2393798828125,226.6516876220703,0.37651174412793603,0.913867904035878,1862.5525045394895,580.0,345.0,NEW,0.5833771146369654,0.8532100451823054,117.63591766357422,276.1756687327832,200100.0,Selected,False,True,False
92,39a43bbdda2d4017a74f5a5094a2d2a1,0236,0,25.5,1.248132568359375,True,70502.0,321548.34772517235,675.476318359375,159.5081329345703,0.4138267025110644,0.9717186283906676,2000.895652294159,566.0,301.0,NEW,0.8592926801928035,0.8044221499831857,108.34796142578124,275.74807342935327,170366.0,Selected,False,True,True
93,b98816a9a4644cf78f5a5e73f14a9454,0253,1,21.8,1.3389110107421875,True,88367.0,293338.7905868708,684.4210205078125,200.94515991210935,0.3729698473797947,0.955928747723072,1959.949474453926,617.0,384.0,NEW,0.9184668677062432,0.8180890777216013,66.28009796142578,320.0765533431026,236928.0,Selected,False,True,False
94,b16c468099534584aa38a4fd687db134,0236,0,25.5,1.368935302734375,True,75533.0,326342.534359381,678.8241577148438,167.99147033691406,0.4064847702077279,0.968894481723214,1906.895652413368,570.0,326.0,NEW,0.8977367979882649,0.8136263621123219,111.42755889892578,297.31632985761144,185820.0,Selected,False,True,True
95,0829849f0b6c481a89e24659552fd558,0235,1,22.9,1.4364815673828124,True,61959.5,338705.7715154971,455.1206359863281,203.080078125,0.534502242926156,0.8949275194064704,1506.923001408577,483.0,240.0,NEW,0.6950939057110004,0.8718857799923342,80.68048858642578,195.4737834084152,115920.0,Selected,False,True,False
96,1c53cb5bbac9474a9b1d3b5db57cbc38,0268,1,24.5,1.432932861328125,True,77148.5,321998.8193052588,543.6312866210938,219.559326171875,0.48519543410584576,0.9148139851058332,2160.393125891685,539.0,295.0,NEW,0.6825976154801695,0.813297988141432,71.82715606689453,186.00268815261785,159005.0,Selected,False,True,True
97,4d415c52ae634a4d9435b6b50a8142e7,0238,1,25.8,1.3679464111328126,True,90006.0,399627.0676445546,655.9002075195312,217.70306396484372,0.45213695822533007,0.9433093272276952,2017.9839656353,636.0,313.0,NEW,0.8186339230701523,0.8001276296100696,104.01995849609376,283.7692724732542,199068.0,Selected,False,True,True
98,d435f9c0a4c44985ace99fc5b7985dc8,0268,1,24.5,1.4298319091796876,True,76550.5,313683.8507047895,574.15869140625,200.8631591796875,0.4586718675103058,0.9368098019014818,2354.819532394409,549.0,304.0,NEW,0.7820314514050013,0.7926269657128125,69.0460205078125,241.8139780905976,166896.0,Selected,False,True,True
99,bd0202e3b13947c996004abec1fd3cc7,0268,1,24.5,1.4223837890625,True,81808.5,305180.01902818406,563.5723266601562,227.8613739013672,0.4654292541389316,0.9146193081121886,2409.044927597046,558.0,315.0,NEW,0.7248237906729748,0.8376218982330791,72.7138671875,194.4659353203023,175770.0,Selected,False,True,True
100,05a24cd7c75147a58b0fc42431b87625,0230,0,25.5,1.33379736328125,True,75603.5,335070.5630737729,554.9230346679688,193.91751098632807,0.4374519027698219,0.9369552444459828,1785.7169371843338,519.0,333.0,NEW,0.7497839805189704,0.8383650598308502,63.1006965637207,232.1745033374681,172827.0,Selected,False,True,False
101,5d878c7a623c443da261ac4b885f6ef7,0253,1,21.8,1.3210240478515625,True,86625.0,291595.60185239447,666.0120239257812,198.49822998046875,0.3710724153440853,0.9545533786536976,1902.3514956235888,591.0,395.0,NEW,0.8071776573114664,0.7900455179670166,60.07858657836914,301.8095425926755,233445.0,Selected,False,True,False
103,7a3bf25facae4a9586775ec4ffb7271e,0236,0,25.5,1.3685191650390625,True,75389.0,319681.28370314685,687.6030883789062,164.39202880859375,0.3986937437199217,0.9709999152173256,1982.1504862308504,573.0,330.0,NEW,0.881700966696835,0.8189509306260575,111.15550994873048,299.3008519867593,189090.0,Selected,False,True,True
104,1307396f04b0498981849ed7c732a228,0234,1,24.6,1.385365234375,True,80747.0,356247.83051968267,631.1524658203125,198.4788818359375,0.5892737250780862,0.9492672197400018,1805.8174450397487,601.0,228.0,NEW,0.8996161251946969,0.8170769098691392,88.54296875,256.632032295269,137028.0,Selected,False,True,False
105,340d56778be145e4b7c2abf95fd82394,0268,1,24.5,1.411843017578125,True,83758.0,294049.0514740073,583.0178833007812,224.65577697753903,0.4658398220244716,0.9227777704325644,2476.968806743622,580.0,310.0,NEW,0.7099002664277462,0.8246763963878999,75.07134246826172,217.2763217656264,179800.0,Selected,False,True,True
106,3e7323c94cdc433e871a4a52056a9305,0268,1,24.5,1.43092236328125,True,76511.0,316996.4232820035,566.85205078125,203.76431274414065,0.4534791370317686,0.9331579973509794,2323.689588189125,555.0,304.0,NEW,0.7879413320261607,0.784432605358548,69.82583618164062,240.20407989873945,168720.0,Selected,False,True,True
107,7d061258ebd84233b8eec713c5325aaf,0239,1,22.8,1.3461656494140626,True,76362.5,281998.9920011627,564.6148681640625,228.2808837890625,0.3744526334887781,0.9146208790283352,1892.108855009079,581.0,351.0,NEW,0.575708491531793,0.8532738982260175,118.16180419921876,277.8920653779089,203931.0,Selected,False,True,False
108,48d014dfac0c49efb5845c2f4443e534,00221,1,22.1,1.2813349609375,True,105321.0,293403.00582527,697.4956665039062,256.0028076171875,0.3941019970588565,0.9302085545422246,2263.606330275536,687.0,389.0,NEW,0.6586334048237198,0.7016593294954284,68.22254180908203,218.6343980255623,267243.0,Selected,False,True,False
111,c719aaff9c324e99beceb24725a0ddec,0268,1,24.5,1.41612353515625,True,83834.5,299591.06877344963,580.123291015625,227.5132751464844,0.46799359146123615,0.9198881131098736,2329.5890852212906,576.0,311.0,NEW,0.7212832661527945,0.8294557197746505,75.68386840820312,215.6965461012299,179136.0,Selected,False,True,True
113,8b7d5b304d78447f9c8e2c01ba68b6ee,0276,1,23.0,1.3551573486328126,True,79391.0,336432.8671525436,601.1093139648438,195.6877899169922,0.4420237405906196,0.945526743716776,1778.846882224083,572.0,314.0,NEW,0.8231258575527005,0.7829612074342023,112.707275390625,338.3962174729499,179608.0,Selected,False,True,False
114,6ed5aa4ef904498b899a8166c10e82cd,0253,1,21.8,1.32212548828125,True,86574.0,293345.48552813043,666.4403076171875,198.50570678710935,0.3714825144818708,0.9546096595323996,1890.6946431398392,590.0,395.0,NEW,0.8127989746171981,0.7934357190268019,60.05705261230469,306.4000652741445,233050.0,Selected,False,True,False
115,43cec412a6034595834c1e6c0229eba4,0232,1,23.6,1.3893245849609377,True,74226.5,285192.9353478008,539.5147094726562,220.2436065673828,0.5944540103311576,0.9128811670115864,2199.2215538024902,565.0,221.0,NEW,0.6375558629495638,0.704085975739519,90.84051513671876,307.88471868541967,124865.0,Selected,False,True,False
116,c06ad293ebc947f483bfd50f3a282816,0271,1,20.5,1.353843505859375,True,68836.0,268123.8538293766,552.2539672851562,188.6433258056641,0.6183170451279104,0.9398497971428772,1914.846881866455,568.0,196.0,NEW,0.7593817717377266,0.7989897105463313,93.52008819580078,208.6072865457964,111328.0,Selected,False,True,True
117,9212883a55774a13a4106381dadd87d1,0233,0,24.2,1.3340689697265624,True,75539.5,333025.2405171088,614.5821533203125,187.46583557128903,0.36535578169436433,0.9523428251362708,1817.8001981973648,508.0,407.0,NEW,0.7930876360920776,0.848271253946834,125.54412841796876,260.27677575995904,206756.0,Selected,False,True,False
118,65596c4ef809462a9429c2c5f1f4e205,0271,1,20.5,1.3536781005859375,True,68840.0,269008.6956745296,544.580322265625,190.59158325195312,0.6273637780349771,0.936757609816282,1914.444860816002,557.0,197.0,NEW,0.7645986710868099,0.7988404299593863,93.75772094726562,207.18349355100665,109729.0,Selected,False,True,True
120,0798e7ee972b41a7a986d89795a4cfe9,0239,1,22.8,1.3511812744140623,True,76485.5,287648.9923172846,574.0609741210938,221.51824951171875,0.3895365418894831,0.9225492736188696,1828.653011918068,561.0,350.0,NEW,0.6058033287603862,0.8621644707892216,118.23387908935548,292.5645227979633,196350.0,Selected,False,True,False
121,615027aa09da471caba1692bab73904e,0268,1,24.5,1.4062232666015626,True,85035.0,304011.4044997554,582.9541015625,223.2699432373047,0.4989438479140996,0.9237493933075254,2436.6601518392563,570.0,299.0,NEW,0.7340851810125553,0.8099513350909999,76.46161651611328,222.1936092690337,170430.0,Selected,False,True,True
123,01a35bd76e5b43c9adbcd124ddbb4e88,0236,0,25.5,1.369406494140625,True,76044.0,325322.3157751364,673.8068237304688,168.1759490966797,0.40408527642570197,0.9683514127354108,1879.2387968301773,572.0,329.0,NEW,0.8896031229668184,0.813220559531555,111.25387573242188,297.43570733857763,188188.0,Selected,False,True,True
125,b0f47a2704da424aabf07be4cf12ad67,0253,1,21.8,1.2954437255859377,True,96008.5,289207.2055207665,693.623291015625,204.46823120117188,0.3830671385423192,0.9555642771648896,2007.706831932068,641.0,391.0,NEW,0.7730027150068649,0.830771454232004,61.72112274169922,287.14108030722457,250631.0,Selected,False,True,False
127,27e41b8d1d70495a86b4cc803de9a170,0238,1,25.8,1.445780517578125,True,65220.5,339190.6941862804,520.3106079101562,189.77532958984372,0.6053620820880283,0.9311114885307608,2189.4225636720657,523.0,206.0,NEW,0.7330149903288201,0.7459199709864603,86.63648223876953,239.0585702291386,107738.0,Selected,False,True,True
128,8a9ad1eba5504aecbf84761997a75e81,0230,0,25.5,1.337656005859375,True,76526.5,330411.8437817152,557.784912109375,195.89254760742188,0.4332391671101349,0.9363014823895424,1799.0306466817856,518.0,341.0,NEW,0.7503557107748028,0.8345880222480921,62.13687133789063,229.13969538253295,176638.0,Selected,False,True,False
129,b25cd35355f54160950d606c739edfb3,0241,0,25.5,1.41958349609375,True,89186.0,387472.4288524118,704.3486328125,188.6009063720703,0.5359735576923077,0.9634838599986266,1880.9301425218584,650.0,256.0,NEW,0.8340943683409436,0.8156962081569621,80.7096176147461,266.5107877741537,166400.0,Selected,False,True,False
130,9c3597a88fbc4b2aa297b8ad85dff4d7,0268,1,24.5,1.4011026611328126,True,89163.5,315889.5900676447,586.0640258789062,222.4112701416016,0.5474485942862757,0.9251917562576424,1989.8001998662949,601.0,271.0,NEW,0.6996234881215501,0.8506947143951931,79.33442687988281,219.3672719436516,162871.0,Selected,False,True,True
131,6c86e4b05e78460aa2e6c3fbc3f92cf7,0239,1,22.8,1.346539306640625,True,75370.0,281712.809046997,559.7589721679688,227.1422576904297,0.37234462997727497,0.9139681954234072,1894.0672248601916,580.0,349.0,NEW,0.5739863224078863,0.8453329482955515,117.5823974609375,276.8176294963888,202420.0,Selected,False,True,False
135,5fb789f8091440cea903dbb4017c3bbb,0230,0,25.5,1.3259376220703123,True,75678.5,367641.9433051022,587.38427734375,179.37144470214844,0.6717304858781132,0.9522327337873748,1626.094575881958,569.0,198.0,NEW,0.8437201387525362,0.835892401335166,87.67182922363281,255.8378392654222,112662.0,Selected,False,True,False
