Unnamed: 0,filename,id,sex,weight,height,complete,area,area_cc,mayor_axis,minor_axis,percent_area,eccentricity,perimeter,width_bbox,height_bbox,mask_method,symmetry,symmetry_v,orientation,distance,area_bb,good,augmented,train_set,train
257,22cc040378d843ad8f46626aec987d14,0239,1,22.8,1.3470791015625,True,75520.5,283819.98386711674,561.6485595703125,223.5303192138672,0.3767641996557659,0.9173899010794396,1884.108854174614,581.0,345.0,NEW,0.5847625286603341,0.8541893219783819,117.27914428710938,276.69839175535515,200445.0,Selected,False,True,False
259,91655426598e4cbbab1da7e560a82c06,0239,1,22.8,1.361867431640625,True,78046.0,355848.74424179894,623.8280029296875,208.0972595214844,0.3895794023979953,0.942721390272802,1822.7880045175552,579.0,346.0,NEW,0.7060703685852718,0.7572867253494331,70.65070343017578,305.766250590218,200334.0,Selected,False,True,False
260,062e8accd114400ca7ae66e064e425cb,0230,0,25.5,1.3096234130859374,True,70535.5,324943.7591034703,533.2527465820312,189.0482635498047,0.44116396159739807,0.935048787309285,1733.9179474115372,495.0,323.0,NEW,0.7590298915711661,0.8655229972927859,63.41991424560547,233.9401632896754,159885.0,Selected,False,True,False
261,54b3b235e54b44b99552116a1842ce58,0253,1,21.8,1.3394423828125,True,87667.5,289995.80933153845,664.4998779296875,205.41197204589844,0.37050224412343935,0.9510221758811944,1973.7900961637497,613.0,386.0,NEW,0.9168851125372864,0.8186070686070686,65.49201965332031,317.56889016400834,236618.0,Selected,False,True,False
262,572cd8dad44149a7b5ecc2e4ef265554,0236,0,25.5,1.3153951416015626,True,90138.0,316539.10112951574,494.8796997070313,289.4423217773437,0.6131836734693877,0.8111240845418866,2054.611380815506,500.0,294.0,NEW,0.6812984017136267,0.8282309002032185,91.1033706665039,284.8806767753826,147000.0,Selected,False,True,True
263,1700b525050842acaa6452b428713035,0268,1,24.5,1.4294986572265624,True,79084.0,342088.71092625323,554.2020263671875,224.91297912597656,0.4598655595096877,0.9139476442575192,2120.4936307668686,562.0,306.0,NEW,0.6694165291735413,0.8019099045047747,70.69300079345703,193.04144632694812,171972.0,Selected,False,True,True
264,33b5bd34166c46d28c2b75cbf9a0ae7e,0236,0,25.5,1.3697701416015624,True,75837.5,324113.36930708145,665.2937622070312,167.4951629638672,0.40421659133549376,0.967789384550079,1878.4519981145856,572.0,328.0,NEW,0.8899269311064718,0.8082202505219207,111.40474700927734,299.17219122104245,187616.0,Selected,False,True,True
268,1676b31f562340358a32b2410bfc0264,0238,1,25.8,1.5308160400390625,True,52311.5,313909.161910267,486.4685668945313,180.00328063964844,0.3404809945326738,0.929023639885838,2449.0104361772537,460.0,334.0,NEW,0.8001574153892282,0.6758367377534575,117.68635559082033,153.70751445521458,153640.0,Discarded,False,True,True
269,f42c5860cb5c41fab5561ec692222d33,0238,1,25.8,1.445615478515625,True,64502.0,329903.2565947925,498.66009521484375,204.60206604003903,0.6003928029562612,0.9119489570199604,2409.0032979249954,519.0,207.0,NEW,0.699891690693027,0.6962000213567647,89.92572021484375,238.0966190436143,107433.0,Selected,False,True,True
270,803b11141432471f9f7d2511c42d8e8b,0253,1,21.8,1.307683349609375,True,90143.0,301941.72039297386,656.9650268554688,205.3197784423828,0.3748960274154911,0.9499086417025072,1929.0377880334852,578.0,416.0,NEW,0.8309021556320146,0.7835464048982643,57.00204086303711,313.12936623702353,240448.0,Selected,False,True,False
273,21de7d3d88c940c09600c61b7a68e3fa,0234,1,24.6,1.380966796875,True,66000.0,358677.50067991094,570.4548950195312,177.65390014648438,0.6126085987970594,0.9502707437024608,1631.935194730759,536.0,201.0,NEW,0.8337205642078755,0.8308725435822104,88.646240234375,253.6217656274792,107736.0,Selected,False,True,False
274,82573126a17a4416a3c041a16f80238f,0241,0,25.5,1.29188330078125,True,75355.0,336976.9446734102,616.534423828125,189.4788360595703,0.5917157440125638,0.951603361396606,1729.5087884664536,566.0,225.0,NEW,0.8932911209489904,0.8065630624121488,85.77317810058594,260.0480724789169,127350.0,Selected,False,True,False
277,072f6ce7c4764df4a07f86e6fb538fee,0238,1,25.8,1.4457410888671876,True,65036.5,333914.5336498285,488.6611022949219,207.6353912353516,0.6018944406911423,0.9052371349463632,2237.3048125505447,517.0,209.0,NEW,0.6999969699724268,0.7086325485561918,89.20498657226562,235.1850335374256,108053.0,Selected,False,True,True
278,ed6cd39f027947e2b10fcdcab147cd2a,0268,1,24.5,1.4234659423828124,True,77067.5,324718.8617973243,589.1836547851562,200.17572021484372,0.5066563671027545,0.9405154310722578,2139.564697504044,574.0,265.0,NEW,0.8360428739935382,0.7819631775988513,78.4209976196289,243.21184181696415,152110.0,Selected,False,True,True
279,8403c0d463d14793986e439b582a7f0c,0236,0,25.5,1.36929443359375,True,74955.5,320674.30827555654,685.8641967773438,164.83706665039062,0.3989987171229486,0.970690043947611,1948.5941385030744,571.0,329.0,NEW,0.8934833951260703,0.820625140188149,111.3833465576172,294.33654207386485,187859.0,Selected,False,True,True
280,5a4ba13669654523bcf5d70ab4c1c72e,0274,0,25.4,1.328538818359375,True,85970.0,275908.474345335,649.1041259765625,237.7168426513672,0.4458886134248935,0.9305271270718978,2378.802286028862,647.0,298.0,NEW,0.6379550130455272,0.5884394790984219,81.51921081542969,305.14422819381656,192806.0,Discarded,False,True,True
281,db3a5ddcaf1946f9b5ce7e4ed4f5e002,0268,1,24.5,1.4271663818359377,True,81626.0,312595.2441361194,545.8871459960938,224.814208984375,0.46754570865600514,0.911259446754444,2478.542399764061,556.0,314.0,NEW,0.7392171799615482,0.839965659423707,72.41790008544922,187.3846311734236,174584.0,Selected,False,True,True
284,a5b80f077afc4887907cfca15731cab9,0238,1,25.8,1.4646829833984376,True,63156.0,330702.685512819,573.3189697265625,166.90634155273438,0.44547583443839406,0.9566856305460276,1902.0428404808044,529.0,268.0,NEW,0.8777682269281863,0.7673048370711886,75.65576171875,213.06337085477645,141772.0,Selected,False,True,True
286,8a521f7d0a8b4221a9200727b5676443,0257,1,23.3,1.35307421875,True,92214.0,360708.3750511172,680.9691162109375,202.53237915039065,0.5248796147672552,0.9547474089569864,1941.47430062294,658.0,267.0,NEW,0.876835963941507,0.8701958719687121,97.97667694091795,228.5475880424031,175686.0,Selected,False,True,True
287,c931870ec40a4f009adce39195559e68,0238,1,25.8,1.445972900390625,True,64652.5,338555.2502341887,508.6481323242188,200.17713928222656,0.5914763006943745,0.9193043350949364,2272.6185216903687,523.0,209.0,NEW,0.695176574545233,0.7210152655473964,88.69158935546875,234.71898091121648,109307.0,Selected,False,True,True
288,4a62fdff1b514a8b8011929a61480bc4,0257,1,23.3,1.317284423828125,True,79154.5,358463.0757813505,628.1605224609375,192.67584228515625,0.6129735464485951,0.951796483359772,1912.9473859071727,612.0,211.0,NEW,0.9388515287117822,0.7433314167145821,91.8378677368164,321.2553501500014,129132.0,Selected,False,True,True
289,56513fceaf4a4c2eb70ab5e7cbabbf56,0268,1,24.5,1.4247567138671875,True,81883.0,304770.9268859958,566.0767211914062,225.67413330078125,0.4683310455273393,0.917097271180465,2416.80228793621,564.0,310.0,NEW,0.7203231446313378,0.8458672454331706,74.15760803222656,199.42417105255825,174840.0,Selected,False,True,True
291,de96455cf2274119a1903aaab7cf3488,0261,1,27.1,1.3710728759765625,True,105699.5,340859.62956649094,678.6902465820312,217.5887756347656,0.6320492964905252,0.9472143343106492,2198.1921141147614,661.0,253.0,NEW,0.8455754120801845,0.8111088191722767,97.8602523803711,225.523834660552,167233.0,Selected,False,True,True
292,0196cc1752f945c9b5bb8cc40857b13b,0236,0,25.5,1.245693115234375,True,70694.0,323401.1910575683,662.8472290039062,164.0901641845703,0.41357966910818333,0.968874220509059,1867.1555371284485,566.0,302.0,NEW,0.8589250499993007,0.8071215787191788,108.20731353759766,271.7682836535566,170932.0,Selected,False,True,True
293,4a86d3545a354603ba75b2f1e4fe545f,0238,1,25.8,1.40619287109375,True,82746.5,379902.8461788839,660.2693481445312,189.80589294433597,0.5680953754050639,0.9577904317939931,1755.4671586751938,612.0,238.0,NEW,0.9008870958087416,0.7980510229735068,96.90967559814452,176.91806012954132,145656.0,Selected,False,True,True
296,aeb6634dd0284960acdf056328f114c7,0236,0,25.5,1.36876220703125,True,75173.5,320681.1613194416,676.26416015625,167.5816650390625,0.40067744755244755,0.9688099213864618,1850.1677290201187,572.0,328.0,NEW,0.8875286312297607,0.8261590711634152,110.9740753173828,297.06901555025894,187616.0,Selected,False,True,True
297,22acd1317adf4d91b1ed7f1b8dc9ad73,0277,0,26.0,1.33369287109375,True,105948.5,334533.50788925163,695.0108032226562,236.94488525390625,0.5395020928598344,0.9400913708395562,2358.9027919769287,659.0,298.0,NEW,0.8787638002112682,0.8442317220233143,82.38056182861328,321.1385993617086,196382.0,Discarded,False,True,True
298,c68af2c421154aee8e13a0a06b3d779d,0236,0,25.5,1.2472508544921874,True,73359.5,329632.6385688356,674.9788208007812,165.900146484375,0.3930703202023233,0.9693241905458552,1878.0844690799715,569.0,328.0,NEW,0.9275612419613606,0.8154180092486484,110.50870513916016,276.63152387246106,186632.0,Selected,False,True,True
299,f8e0033f38414967ab1e213b3ca35690,0236,0,25.5,1.3148836669921875,True,89414.5,312449.786353246,501.4186096191406,282.3107604980469,0.609024220793374,0.8264404787120874,2142.5108758211136,496.0,296.0,NEW,0.6766938929101092,0.8193328463598734,88.98409271240234,280.12854192316786,146816.0,Selected,False,True,True
300,6213618e82e1454983a3febb342d1a85,0277,0,26.0,1.3345770263671874,True,103348.5,315128.1958540403,698.8572387695312,229.11468505859372,0.5586646990140114,0.9447326016059668,2302.819531559944,656.0,282.0,NEW,0.91590003066544,0.8475352652560564,84.30714416503906,327.0535124410071,184992.0,Selected,False,True,True
301,9ae3e05a6be2450b9db039847acf8a91,0234,1,24.6,1.37459619140625,True,77721.5,350961.25839783414,625.1256713867188,191.70364379882807,0.5812995968676844,0.9518177809723704,1845.9423336982727,589.0,227.0,NEW,0.8922199156913437,0.8218947797404516,88.33818054199219,259.6709456215693,133703.0,Selected,False,True,False
302,05ab0076556c4b998250e3ecf8cb9cd5,0233,0,24.2,1.354306884765625,True,73644.0,339737.7453239416,642.78173828125,180.5906219482422,0.3310735479230354,0.9597219088876536,1868.1260981559756,536.0,415.0,NEW,0.8717914276887534,0.8197558059879918,123.77892303466795,244.2478249647272,222440.0,Selected,False,True,False
304,f83fd84f552544af9e8408c4d5bbf949,0257,1,23.3,1.3498690185546875,True,91574.5,355989.6877859871,685.10302734375,194.71841430664065,0.5489288112022251,0.95875976797684,1935.9423335790636,662.0,252.0,NEW,0.8553435981778639,0.8756640950453911,98.10936737060548,254.55844122715712,166824.0,Selected,False,True,True
305,dadfbe661ded4383b0dc65b4238e8993,0236,0,25.5,1.3698358154296877,True,75834.0,325337.99003578763,681.3626708984375,164.5471649169922,0.40104712041884816,0.9704015205592796,1919.380932211876,573.0,330.0,NEW,0.8924313183229409,0.80758694461113,111.48382568359376,300.53618750493257,189090.0,Selected,False,True,True
306,7119d344f33e49b2b8058dbdebf82aa0,0251,0,24.2,1.342832763671875,True,63918.5,295347.94264067715,471.4032287597656,265.7813720703125,0.41890147195679817,0.8259052231778383,2450.299759745598,519.0,294.0,NEW,0.4940597106802093,0.7566943674976916,97.1343994140625,312.00160255998685,152586.0,Discarded,False,True,True
315,24f4802eaa174e66b19dee40ba2106f8,TA977,0,16.8,1.2365531005859376,True,93162.0,238397.2265828548,647.7529296875,220.8549346923828,0.38178644023342734,0.9400794305709188,1999.0032970905304,604.0,404.0,NEW,0.6988554165602927,0.8712024508552464,124.04043579101562,331.602171283603,244016.0,Selected,False,True,False
330,828a3ba9a0374a8eaa8c8bc17e97c633,TA0427,0,18.9,1.315993408203125,True,85418.5,250206.11698638,534.4710693359375,255.33937072753903,0.4218718360291394,0.8785000938884824,2214.4763845205307,445.0,455.0,NEW,0.6246338724428957,0.840339442212626,128.9130096435547,260.5993092853471,202475.0,Selected,False,True,True
331,4e1e7ebf69d242cb891f3941ab0ac946,TA0154,1,22.9,1.3190439453125,True,78536.5,304536.9898738693,579.4730834960938,212.29339599609372,0.4265691535587034,0.9304747917811966,2506.0987488031387,592.0,311.0,NEW,0.9289024528088616,0.7048465895532697,105.67027282714844,223.0425968284982,184112.0,Selected,False,True,True
335,35faca778d3c4b7db0f16ce5eda06e0d,TA0440,1,16.0,1.2054608154296875,True,89687.5,197063.1365264675,690.8391723632812,201.7612762451172,0.39677009785705436,0.956402302158415,2143.481437444687,644.0,351.0,NEW,0.88576,0.8086731034482758,108.38177490234376,324.33624527641064,226044.0,Selected,False,True,True
337,2a362c88066b491da8d1e7233cefc950,TA977,0,16.8,1.2141044921875,True,99624.0,235805.36997934236,672.1746215820312,224.9013214111328,0.38346420323325636,0.9423646375241737,1895.4641922712328,600.0,433.0,NEW,0.7376952872178355,0.8922323233329018,127.28166198730467,321.7716581677137,259800.0,Selected,False,True,False
341,040cbfec3f90401988a51535076bbff2,CG1741,0,27.2,1.395478515625,True,78329.0,327903.6456184196,576.3921508789062,237.3138427734375,0.3740104092059399,0.9113090918757268,2157.4641909599304,537.0,390.0,NEW,0.535898568094367,0.7614962467671734,117.4954833984375,222.40728405337808,209430.0,Selected,False,True,True
344,2824976e58654032adb56739e4f1ffcb,TA433,0,17.7,1.24404443359375,True,96923.0,240017.47412372983,690.760986328125,213.89700317382807,0.3750512719308429,0.950849257237176,2024.6601506471636,586.0,441.0,NEW,0.934803284891748,0.8365428866548716,56.67559814453125,276.4868893817571,258426.0,Selected,False,True,False
347,e04708c777104750ae47f15fbf0c98ad,TA433,0,17.7,1.2459036865234374,True,97801.5,235595.3066605581,696.3775634765625,212.9283142089844,0.3771634504141793,0.952106815684347,2017.5890817642207,588.0,441.0,NEW,0.93412530281683,0.8454544533079255,56.8200569152832,281.44271175498574,259308.0,Selected,False,True,False
353,2be65f7ede5f43db8d51ac9a17105263,TA0154,1,22.9,1.315780517578125,True,88083.0,311590.8827806289,656.6778564453125,192.59393310546875,0.3941602899718083,0.9560249780892692,2126.091609477997,585.0,382.0,NEW,0.875370786516854,0.7606966292134831,116.58222198486328,251.9781736579579,223470.0,Selected,False,True,True
354,216b5349401d4e6d906f9285a7a9b708,TA0477,1,16.1,1.21557666015625,True,70958.0,194767.64401123195,515.8767700195312,291.5199279785156,0.369904289259128,0.8250251194983911,2453.2530767917638,527.0,364.0,NEW,0.4977919733370365,0.5607554506318567,71.04841613769531,231.82105167564052,191828.0,Discarded,False,True,True
359,dde425e73fe74746b5a8836fe5228105,TA0477,1,16.1,1.2152718505859377,True,91798.0,231150.8655257333,581.8311157226562,265.7176818847656,0.48153043989131233,0.8896248161740644,2374.4591389894485,623.0,306.0,NEW,0.5981384926961693,0.7322790537337872,78.38697814941406,338.02366781040644,190638.0,Discarded,False,True,True
363,4015608f3d5444ec92fa8a86f6dfa75e,TA0154,1,22.9,1.3175128173828126,True,85595.0,317000.5169511888,634.4641723632812,185.50091552734372,0.3974876938794465,0.9563040120125,2367.571836829185,582.0,370.0,NEW,0.8717688213630119,0.7679785723356847,115.1700439453125,246.95141222515815,215340.0,Selected,False,True,True
366,6945f361d7054e39874cf8f4cc71c5ca,TA433,0,17.7,1.243786376953125,True,96923.0,250596.3965679675,690.760986328125,213.89700317382807,0.3750512719308429,0.950849257237176,2024.6601506471636,586.0,441.0,NEW,0.934803284891748,0.8365428866548716,56.67559814453125,276.4868893817571,258426.0,Selected,False,True,False
369,2818afda83a24ddab49e5f25080a5248,TA0154,1,22.9,1.3200419921875,True,86894.5,317615.2061000473,608.9012451171875,207.379638671875,0.44644848048912067,0.9402155097353364,2137.3048129081726,581.0,335.0,NEW,0.8856674334388595,0.7325483408112602,111.25540924072266,232.63920563825863,194635.0,Selected,False,True,True
371,da4908ccbd3346e2a8216fbf05b2dd90,TA5751,1,26.8,1.2279093017578124,True,109903.0,261244.8186157375,688.3318481445312,237.8786773681641,0.6184471154928309,0.9383866398738492,2175.037786126137,708.0,251.0,NEW,0.7005430566330488,0.7831020982553629,92.28826141357422,296.7052409378709,177708.0,Selected,False,True,True
377,8f8103b55bf74b8aac34ee56848f6788,TA0432,0,14.3,1.270276123046875,True,65122.0,208848.89885553744,473.9990234375,206.41696166992188,0.43881270846669584,0.9001985414828172,1857.2387962341309,443.0,335.0,NEW,0.6600118330627911,0.8642687015489176,63.38199615478516,237.6552124402072,148405.0,Selected,False,True,True
380,555eaeeccc134c2e86073b25f7de908c,CG1741,0,27.2,1.331586669921875,True,92473.0,306412.9482315569,673.2760009765625,233.58058166503903,0.48095886991074965,0.9378905094704176,2136.6357662677765,677.0,284.0,NEW,0.6584652940609642,0.8153834623497039,81.29661560058594,269.89812893015767,192268.0,Selected,False,True,True
381,340f7f5e3e18416590e8fc4e80b3c800,TA0159,1,22.3,1.349420166015625,True,75590.5,280523.4875263987,588.1841430664062,191.1051483154297,0.366204654677932,0.9457459691155756,1984.7951465845108,532.0,388.0,NEW,0.8208562795139116,0.742998417204076,55.35649108886719,353.42042951702723,206416.0,Selected,False,True,True
382,66b3e53a6999426a9a2ff6cafead51e4,TA5751,1,26.8,1.2325704345703126,True,109903.0,268396.06088895246,688.3318481445312,237.8786773681641,0.6184471154928309,0.9383866398738492,2175.037786126137,708.0,251.0,NEW,0.7005430566330488,0.7831020982553629,92.28826141357422,296.7052409378709,177708.0,Selected,False,True,True
383,cc8e2083d72c4bda92e261e3734ad207,TA0185,0,22.8,1.3604818115234374,True,70736.0,336479.4757711302,531.2138061523438,220.1141357421875,0.44713869415981344,0.9101127363472902,1754.70474755764,559.0,283.0,NEW,0.6358716173694148,0.759723096286973,106.89581298828124,347.5082732828098,158197.0,Selected,False,True,True
389,6ea32daf6aff438ea8e3a213bd7bbc36,TA5751,1,26.8,1.2374102783203125,True,110925.5,285918.56200164463,605.5360717773438,298.8577575683594,0.5493292196762228,0.8697217073234941,2166.1921154260635,637.0,317.0,NEW,0.6169634556246871,0.8127368948008296,81.26887512207031,272.9175699730598,201929.0,Selected,False,True,True
393,1637deb6058f4b35a640e0b6fdfb020f,TA0154,1,22.9,1.3224190673828125,True,79173.5,309056.7016673021,597.17333984375,200.51893615722656,0.43840118275044854,0.9419403964762452,2484.6429053545,598.0,302.0,NEW,0.93489339962369,0.7142661333532703,105.96939086914062,234.61670869739865,180596.0,Selected,False,True,True
397,728d19000fc4403d9fb2f246c35ab3d5,TA0159,1,22.3,1.32776513671875,True,86305.5,281642.28205995355,452.7215270996094,299.6796264648437,0.575945945945946,0.7495468023972355,2015.0550310611725,450.0,333.0,NEW,0.6761942994781213,0.7583873372713196,108.2191925048828,331.30801378777426,149850.0,Selected,False,True,True
399,8032189fea374836a4295aae853f9682,TA0477,1,16.1,1.1771749267578124,True,99651.5,231451.17156209992,472.2405700683594,324.555419921875,0.5772982962280656,0.7264047741567322,2372.039874792099,489.0,353.0,NEW,0.7086603222537897,0.8537142630083643,82.81684875488281,263.964012698701,172617.0,Selected,False,True,True
402,c14dc8dba23246abbceeca8b0a1e5459,TA977,0,16.8,1.2227344970703125,True,95106.5,231788.1206367512,663.1163940429688,220.59625244140625,0.3822393434453046,0.9430447276931384,1995.2459371089933,601.0,414.0,NEW,0.7229181865554977,0.8912975508077123,124.83704376220705,315.9050490258109,248814.0,Selected,False,True,False
404,3c3cc015a49d4f1d84078ff378cde2dc,TA0427,0,18.9,1.2706796875,True,51866.0,143633.0847707033,408.1294250488281,174.29299926757812,0.4850825835655899,0.9042264748006564,2409.204306960106,386.0,277.0,NEW,0.8063492063492064,0.8264172335600907,115.76117706298828,267.643419496912,106922.0,Discarded,False,True,True
406,33255e6481c2470cabf00d934d21fdbe,TA0432,0,14.3,1.270276123046875,True,65122.0,208848.89885553744,473.9990234375,206.41696166992188,0.43881270846669584,0.9001985414828172,1857.2387962341309,443.0,335.0,NEW,0.6600118330627911,0.8642687015489176,63.38199615478516,237.6552124402072,148405.0,Selected,False,True,True
407,b1d1b68b5d814b3aabc0605533b3a7da,TA0855,0,26.6,1.38587451171875,True,94515.0,320689.87670730724,495.30169677734375,313.2657470703125,0.492327165895737,0.7745810924666202,2176.978910923004,456.0,421.0,NEW,0.6362112673105529,0.7996480274873772,129.01426696777344,269.58486604407153,191976.0,Selected,False,True,True
411,00f1b1f76d5b4c68b11c3c2f01c6314c,TA0159,1,22.3,1.321537353515625,True,86064.0,279527.1517324207,446.19580078125,310.2720642089844,0.5716525077547442,0.7186499762648707,2093.4053176641464,481.0,313.0,NEW,0.6405022825799478,0.8068258914710854,84.65782928466797,333.6225412048772,150553.0,Selected,False,True,True
427,918d62ec58404870b3946ee08dd3cb86,TA977,0,16.8,1.292963623046875,True,62307.5,219821.5728323857,540.2720336914062,194.41212463378903,0.4554641812865497,0.9330135728712448,2195.7068351507187,570.0,240.0,NEW,0.6646960260503936,0.6381397995637191,98.8096160888672,388.5614494516923,136800.0,Selected,False,True,False
434,114c7f30ee4744bf92dfd3a62f767497,TA5751,1,26.8,1.3068134765625,True,100728.0,327020.7342824983,718.5986938476562,197.6900787353516,0.3974275004931939,0.9614141929526304,2332.5180151462555,685.0,370.0,NEW,0.944113542096676,0.8219417742918362,67.99696350097656,323.71129112219734,253450.0,Selected,False,True,True
436,3b53dd5e4f3e411f8bd998440cea7dcd,TA0477,1,16.1,1.262200439453125,True,72000.0,215773.38806855748,515.8302612304688,290.59429931640625,0.35606195478013175,0.8262166124451444,2469.454087615013,492.0,411.0,NEW,0.4743303724183239,0.5772552454730848,62.46183013916016,219.33763926877663,202212.0,Discarded,False,True,True
441,6b57ed90b5c541e99e1b1ed9cd94aaa4,TA0477,1,16.1,1.1757327880859374,True,96348.0,232128.33405635424,523.55322265625,309.33331298828125,0.5155718230270341,0.8067927732922908,2378.566786885261,537.0,348.0,NEW,0.6411602181571676,0.8410349113094565,81.79888916015625,303.80421326900654,186876.0,Discarded,False,True,True
444,bd1aff2a712242d3864c17e0eb617dd8,TA0427,0,18.9,1.2814725341796875,True,94208.0,229928.13648172095,544.1087646484375,283.53387451171875,0.48360155026821694,0.8534969793543639,2136.861162185669,585.0,333.0,NEW,0.5900867279894875,0.8529618922470433,101.79306030273438,291.10994486619654,194805.0,Selected,False,True,True
446,c34ecfcf94504e6082bfbf9230b7e57c,TA433,0,17.7,1.243786376953125,True,96677.0,240549.32008107717,688.6423950195312,206.402099609375,0.38077251798957845,0.9540262080865376,2021.3464452028277,581.0,437.0,NEW,0.9299841082688266,0.8527605474957708,56.66671371459961,267.34621747838514,253897.0,Selected,False,True,False
447,fb63069ce1f54f9fb80275fc12a844a8,TA0432,0,14.3,1.26825244140625,True,66699.5,210276.8638428667,487.3985595703125,207.4517364501953,0.42176434135977336,0.904897011211598,1982.2509894371035,448.0,353.0,NEW,0.6776213527556957,0.8681736761854006,62.219844818115234,236.1906009984309,158144.0,Selected,False,True,True
452,f5f556024fa2471ab8793f53ec47f3ae,TA433,0,17.7,1.24404443359375,True,96923.0,240017.47412372983,690.760986328125,213.89700317382807,0.3750512719308429,0.950849257237176,2024.6601506471636,586.0,441.0,NEW,0.934803284891748,0.8365428866548716,56.67559814453125,276.4868893817571,258426.0,Selected,False,True,False
453,cbefadb15cbb400f9b820458f9757aab,TA0154,1,22.9,1.31975341796875,True,86050.5,318909.35834693024,610.5433349609375,200.7841644287109,0.4285468834040519,0.94437818105481,2182.9616676568985,577.0,348.0,NEW,0.8902657715652014,0.736688431120103,111.99966430664062,237.59208741033444,200796.0,Selected,False,True,True
466,46d251d6be584cdba37727ce7a16abcc,TA0441,1,13.5,1.18043408203125,True,81887.0,219828.7942861665,637.4327392578125,178.0050048828125,0.37778423665319527,0.9602175596511096,1956.00834774971,486.0,446.0,NEW,0.9568454899306144,0.8008123201895414,132.02658081054688,315.1840732016769,216756.0,Selected,False,True,True
477,64f7892be3714b26b26f8a9ce55b4c5d,TA0154,1,22.9,1.31975341796875,True,85645.0,317508.5215507192,631.5267333984375,187.7848052978516,0.41175876691122026,0.9547683832673116,2165.890598058701,581.0,358.0,NEW,0.8700031185391377,0.7675071322145093,114.0376205444336,244.03483357914297,207998.0,Selected,False,True,True
478,3a8600454fcb4fff9e2c3cc66c393bba,TA0160,1,20.2,1.2304534912109375,True,82433.5,251136.5685663934,623.0609741210938,223.91094970703125,0.40207540727733876,0.9331942140300912,2385.1038028001785,612.0,335.0,NEW,0.7485684165129262,0.6597743009799458,71.30030059814453,244.70594598415465,205020.0,Discarded,False,True,True
482,b19eced7f5a24f4394f31a8891096094,TA0477,1,16.1,1.216054931640625,True,71112.0,195689.43223661688,517.28662109375,299.0978698730469,0.37095461658841944,0.8158913054135305,2444.483525276184,540.0,355.0,NEW,0.4896279359800457,0.5737130187764151,75.77511596679688,241.10785968109792,191700.0,Discarded,False,True,True
484,645adbed543f4d829bf94da958d37e73,TA5751,1,26.8,1.35553125,True,106342.5,330471.1383409622,627.9750366210938,260.0419921875,0.5864519224406062,0.9102331833955062,2231.623574137688,621.0,292.0,NEW,0.6670766478448035,0.8559661579172956,82.71294403076172,323.8579935712565,181332.0,Selected,False,True,True
487,8a800c12670648a9a56b5ca0aa689cfe,TA347,0,20.4,1.295391357421875,True,75307.0,233285.70680035264,660.929443359375,175.26632690429688,0.295535977081412,0.9641984854378456,2428.341388821602,565.0,451.0,NEW,0.7350760929355371,0.8400869633548995,128.30718994140625,296.05742686174926,254815.0,Selected,False,True,True
491,b6b114c1fb62410fbb94925cbbf20489,TA0159,1,22.3,1.32776513671875,True,85920.0,297150.41373369755,442.3317260742188,300.5106811523437,0.6107825295723385,0.7337879821703491,2005.013401389122,448.0,314.0,NEW,0.6812599368649047,0.8042812046360516,97.91167449951172,330.65087327875,140672.0,Selected,False,True,True
504,b26643cd3e2743439111d34943becfa8,TA0427,0,18.9,1.2529326171875,True,101358.0,239026.2200549456,581.8257446289062,258.9824523925781,0.4930583256311719,0.8954707783408639,2324.5423986911774,610.0,337.0,NEW,0.7236898667396147,0.8515963890734299,73.93927001953125,347.6391807607422,205570.0,Selected,False,True,True
509,c49bc40162ad4aa8af068238f4a3092d,TA0441,1,13.5,1.1845189208984377,True,80348.0,219214.95748922497,624.0368041992188,178.8670654296875,0.37772606539266157,0.9580416471794172,1928.8367756605148,489.0,435.0,NEW,0.9560075394527736,0.7950673253421704,130.89938354492188,312.8530006248941,212715.0,Selected,False,True,True
510,2e18cc5a65684b61a075e2a2a7d53679,TA0855,0,26.6,1.3851268310546876,True,94515.0,298334.3169780723,495.30169677734375,313.2657470703125,0.492327165895737,0.7745810924666202,2176.978910923004,456.0,421.0,NEW,0.6362112673105529,0.7996480274873772,129.01426696777344,269.58486604407153,191976.0,Selected,False,True,True
512,5233004b3e4841518c025f204454220a,CG1741,0,27.2,1.3481259765625,True,68653.5,197510.72302587872,484.7928771972656,187.13784790039065,0.5395760633782891,0.9224920504062526,2404.618520617485,461.0,276.0,NEW,0.8772684886306578,0.8571551538627071,69.66576385498047,145.0,127236.0,Discarded,False,True,True
513,b2b00a10eac04359b90ec66a479e7c62,TA0159,1,22.3,1.337154052734375,True,72464.5,297464.5234426291,482.130859375,256.16754150390625,0.4516948412995238,0.8471689023711858,1972.3687398433683,461.0,348.0,NEW,0.5219241417874825,0.8212653946345522,64.07786560058594,343.1981934684389,160428.0,Selected,False,True,True
527,c8e0f05877494874939f3e5dfa6138dc,TA433,0,17.7,1.2447259521484375,True,96677.0,247616.91470764863,688.6423950195312,206.402099609375,0.38077251798957845,0.9540262080865376,2021.3464452028277,581.0,437.0,NEW,0.9299841082688266,0.8527605474957708,56.66671371459961,267.34621747838514,253897.0,Selected,False,True,False
