,uuid,id,sex,weight,predicted_weight,difference,area,width,height,MA,ma,eccentricity,perimeter,per_area,symmetry
59,014c4190c4b14a0fb7f0018edc587bcd,0267,0,20.1,25.8,5.699999999999999,0.6414154084315498,0.6593406593406593,0.34472049689441,0.6112176130987378,0.47522287612108216,0.9442022984771412,0.586389422816648,0.7066747444809839,0.35896238926316903
60,22c5e1e9647f4edfad8b67fb6d569f57,0236,0,25.5,14.3,11.2,0.7874282103418664,0.4578754578754579,0.48757763975155277,0.5095458036791835,0.25312663667174085,0.958988566978164,0.4709767809918599,0.3159656866256364,0.2555178655633471
61,ff3fd2bdbd9a4f569dc3d177d498247b,0234,1,24.6,26.8,2.1999999999999993,0.6741989365663872,0.4065934065934066,0.1708074534161491,0.37172676070774247,0.19027757008337598,0.9534472128395092,0.34333947612999216,0.7117248222020566,0.27639886784236883
63,3a37bec1a899476ca056cca3b56302b1,0274,0,25.4,25.8,0.40000000000000213,0.5188625913795615,0.3296703296703296,0.4658385093167702,0.34546833675369637,0.3381090716277566,0.9279351989282439,0.31649492874079455,0.4988475978853718,0.4708402692335529
66,50268bfd0f0746829506a1a373f4d1b0,0274,0,25.4,26.8,1.4000000000000021,0.6372310438588455,0.7362637362637362,0.3509316770186335,0.7347754796066838,0.36340707914296644,0.9643619310447888,0.7454303574372398,0.48906952498167644,0.15621759215612332
72,b16c468099534584aa38a4fd687db134,0236,0,25.5,20.4,5.100000000000001,0.7833828907151814,0.5128205128205129,0.6149068322981366,0.6348110045585859,0.24633657041176815,0.9680884178397554,0.5448827503024003,0.23188707442396417,0.27126566466535035
74,1c53cb5bbac9474a9b1d3b5db57cbc38,0268,1,24.5,26.8,2.3000000000000007,0.8110878158317765,0.4487179487179487,0.5186335403726707,0.49799249908913434,0.42402034702498825,0.9376212528997796,0.5765325995652422,0.41595904552323926,0.27106141781194193
75,4d415c52ae634a4d9435b6b50a8142e7,0238,1,25.8,26.8,1.0,0.7283408648516196,0.5934065934065934,0.422360248447205,0.6085871694366732,0.29522404498098354,0.962250194022092,0.5701349626806589,0.40521871369556917,0.3220866296714879
77,bd0202e3b13947c996004abec1fd3cc7,0268,1,24.5,27.2,2.6999999999999993,0.8075253489629193,0.49633699633699624,0.577639751552795,0.5015777849153237,0.5183366622351935,0.9249907024801818,0.7066810590398456,0.4461812415678036,0.2992032290803887
79,5d878c7a623c443da261ac4b885f6ef7,0253,1,21.8,22.8,1.0,0.7044679807588454,0.5549450549450549,0.826086956521739,0.6665549845812612,0.3570610924713836,0.960629609768102,0.6539530246361793,0.2017736908097637,0.2725828363535886
81,7a3bf25facae4a9586775ec4ffb7271e,0236,0,25.5,17.7,7.800000000000001,0.8021407108578449,0.5146520146520147,0.6180124223602483,0.642672823972409,0.2470061404373186,0.968471029086,0.5511100998071747,0.2257334341041054,0.2687983744836713
82,1307396f04b0498981849ed7c732a228,0234,1,24.6,26.8,2.1999999999999993,0.7338092363767494,0.5476190476190476,0.27639751552795033,0.5922184012904278,0.31418093304731987,0.9593084907252444,0.5596154130412094,0.5933939642346143,0.2940592997694493
86,48d014dfac0c49efb5845c2f4443e534,00221,1,22.1,20.4,1.7000000000000028,0.6940747499381144,0.7014652014652015,0.7173913043478259,0.6913901891580724,0.5636133840052382,0.9425298863060304,0.7251797915537184,0.2832474204829899,0.2791328995169468
96,07e46b8a7a394a0f9f420dfb6ea61d5e,0272,1,22.3,20.4,1.9000000000000021,0.6054116391265489,0.6117216117216117,0.6645962732919255,0.4926689922279318,0.8006684876133361,0.8747152694908892,0.8096183391243499,0.2712388770751385,0.12875127918322662
99,00635ae09a834ebf86ee85c58c12ff82,0251,0,24.2,17.7,6.5,0.4703377992271723,0.5073260073260074,0.3695652173913043,0.385899402454125,0.6430091190323264,0.878132954034946,0.5367463086688102,0.5311161560344816,0.17068177812724536
101,ea5a9d32864a4a8b80e8c547345b884a,0272,1,22.3,16.0,6.300000000000001,0.6168213103294395,0.6043956043956044,0.6677018633540373,0.49418497737208134,0.7968585419086582,0.8758690201464981,0.8066722544964968,0.27307688534481156,0.13830785494542042
102,48e8c7de5b884f8bb726bbae88bb846a,0274,0,25.4,26.8,1.4000000000000021,0.6156819416489079,0.7435897435897435,0.3354037267080745,0.7341392354926689,0.356086558252792,0.9649050998677152,0.7409287840608305,0.5055782741236118,0.16045952319798254
106,9c3597a88fbc4b2aa297b8ad85dff4d7,0268,1,24.5,26.8,2.3000000000000007,0.7706358113561782,0.5677655677655679,0.45341614906832295,0.525373949436945,0.5024639951740397,0.9306790197324604,0.7111197289125883,0.6418148373644047,0.2631266098672479
107,6c86e4b05e78460aa2e6c3fbc3f92cf7,0239,1,22.8,24.0,1.1999999999999993,0.5967194221047338,0.3864468864468864,0.6304347826086956,0.39529973735229496,0.41972556782236936,0.9229649325812326,0.43185545608301457,0.22346907370397262,0.18827559361619306
110,1cc811a25d9f4864a2b3f498844a09d6,0272,1,22.3,16.0,6.300000000000001,0.6116718763572428,0.619047619047619,0.670807453416149,0.4998543725546184,0.7999230034425431,0.8767409055673125,0.8152198085034634,0.26583455102819864,0.13124256311777666
113,23a66c65f98840dfa30316de2dd92db1,0238,1,25.8,22.8,3.0,0.7955714504023768,0.423076923076923,0.36024844720496896,0.4647492465690285,0.17889531551970994,0.9631611336300704,0.4161509439483777,0.4437237529911623,0.32612719926597233
119,d589cc033f514f7aa45d8b7e06bea66a,0251,0,24.2,17.7,6.5,0.7173256730798216,0.5787545787545788,0.515527950310559,0.656183200648493,0.25954722987649503,0.9682085430756684,0.6521773736247896,0.3131179134465907,0.2820288587669436
125,fd8d01dac214431b9dc7a0191e86432f,0236,0,25.5,26.8,1.3000000000000007,0.7550552135539099,0.5989010989010989,0.43788819875776397,0.5825959362776397,0.4738751639464036,0.9413406000558536,0.6352026781076396,0.514875575151794,0.2096197133041109
129,3e7145b7daea41bcacb0628bfb30303f,0251,0,24.2,16.1,8.099999999999998,0.7436272942049622,0.5805860805860806,0.4782608695652174,0.6312297382297086,0.32167333227973705,0.9613950105621044,0.6235257234723688,0.36898956896813495,0.27006734561873
130,a89bb859104045748cf348b872e67583,0236,0,25.5,14.3,11.2,0.7748232157621784,0.6227106227106226,0.40372670807453415,0.6171791622701212,0.4335862557766942,0.94931220194006,0.644344660488434,0.5565859267740708,0.22109649481166765
131,821dbc377c194ba886ab5ca6dd77f30b,0253,1,21.8,27.2,5.399999999999999,0.680586473457977,0.5842490842490843,0.7888198757763976,0.6674259461830562,0.39077154960130367,0.9576461625142916,0.68206775540789,0.22525600168155113,0.3078919862628212
134,9d8c715030ee40799188674f1101a10d,0251,0,24.2,26.8,2.6000000000000014,0.7245072394690206,0.4285714285714286,0.48136645962732916,0.34283794597975437,0.6485537574396316,0.8633659275864084,0.5048448453913015,0.4640325353961109,0.17719484544958816
138,79480bcbfc1a4f7696a449e6b9bb3abc,0236,0,25.5,18.9,6.600000000000001,0.7920524855293241,0.5091575091575092,0.6211180124223603,0.6414580895741803,0.24260835046153806,0.9687574377470612,0.5468363228036914,0.2195555853333282,0.26977070029369765
139,ef60d36ece3e4510a9f4f50f666f3c48,0232,1,23.6,26.8,3.1999999999999993,0.7522825231294628,0.521978021978022,0.3074534161490683,0.4829645506252248,0.4715391876263866,0.929002088461845,0.5643241200598106,0.6819626666505599,0.2981924243005718
143,850fc0d5bcb64049a95411517b77c39b,0239,1,22.8,13.5,9.3,0.6201724641748529,0.38278388278388276,0.6242236024844721,0.3779334992151667,0.44280034423614234,0.9157936631206588,0.4161194921965443,0.235851848133679,0.18934892884290214
144,e4b5d65a5aa54b5887494eb461e411b6,0268,1,24.5,26.8,2.3000000000000007,0.7728684384322937,0.49084249084249076,0.45962732919254656,0.5574572596537616,0.31065553825835013,0.9569461278076684,0.5761974193161741,0.4094780737103181,0.3073763432311749
145,7fc1b53dff474aaab5ebff2d2f177dd4,0277,0,26.0,17.7,8.3,0.34651910987882656,0.1996336996336996,0.2701863354037267,0.15858810291203584,0.3401939137849954,0.8793149057309183,0.3429728441290908,0.6394894651025941,0.5545957220724532
148,a26327b054f34553bf42193600c8fc35,0238,1,25.8,26.8,1.0,0.8284451661986185,0.44688644688644685,0.26086956521739135,0.36415825882146113,0.4356450183376249,0.9143369601151924,0.4736451943637623,0.7018928057620218,0.2891249038518431
151,9fa4be3affd747dab5d9fb7b13886bb4,0268,1,24.5,26.8,2.3000000000000007,0.7699009388603002,0.5622710622710622,0.5062111801242236,0.5395869977089395,0.4488390420710019,0.9395010969138842,0.7165693340430848,0.48128835027605865,0.2380201581350805
157,6416db6d89f543b0bbf5c236ef20da3b,0238,1,25.8,26.8,1.0,0.8178504151239689,0.4432234432234432,0.2701863354037267,0.4780158090002574,0.20055111490092614,0.9619455436864408,0.4558168223480259,0.576692932692409,0.3311011671934161
175,7a6d43e81b16427387c39e460579565f,0268,1,24.5,16.0,8.5,0.8734060749443309,0.5402930402930403,0.2360248447204969,0.5596652329930706,0.2844469968709207,0.9597513707017522,0.5249826328881317,0.6896041041394475,0.28784537906628554
188,1c2dd0f191f44757b2465e59e2a60207,0253,1,21.8,26.6,4.800000000000001,0.6997370388400144,0.5695970695970697,0.8354037267080745,0.6777167055121113,0.35794976016396884,0.9612963160545396,0.6515883397615112,0.18389151511947244,0.2649459493685459
193,3894eee4dfe5436c8e7d522112baaa7b,0230,0,25.5,26.8,1.3000000000000007,0.8376800133225231,0.4010989010989011,0.6304347826086956,0.451890240010002,0.37426607094282216,0.9384119346902764,0.41924889282484834,0.3658705388805732,0.3684972826448038
194,92fd1c7a9e2741b3bbaaccd6a2bed0dc,0236,0,25.5,16.1,9.399999999999999,0.7918085779505879,0.36630036630036633,0.5279503105590062,0.31853299771941124,0.8592787117376817,0.7920488096618967,0.5930777595778236,0.6891518076026556,0.4057540815161548
196,0b97d0a6219e47dca619ea027b9b761c,0236,0,25.5,26.8,1.3000000000000007,0.79439503448188,0.5091575091575092,0.6180124223602483,0.6414786101657212,0.237505830224516,0.9691659259631656,0.5424866136758992,0.21826243116708854,0.27232118685364665
204,59e75b7fa5024b09a2abca2e726b612e,0274,0,25.4,16.8,8.599999999999998,0.6156819416489079,0.7435897435897435,0.3354037267080745,0.7341392354926689,0.356086558252792,0.9649050998677152,0.7409287840608305,0.5055782741236118,0.16045952319798254
206,dc9c09e4fecc4e5489440d970d247c87,0268,1,24.5,16.8,7.699999999999999,0.7728567714554722,0.5366300366300366,0.5559006211180124,0.5479056647251613,0.47256319316833717,0.9375110766882332,0.7544573218317998,0.39756276320852324,0.21345608051706452
207,3129a0f0f16b4e82ab37a971aa4e8812,0232,1,23.6,16.8,6.800000000000001,0.7671138921646854,0.5164835164835165,0.6273291925465838,0.5235918312602336,0.5034354056526835,0.9303003222748688,0.5740605308144322,0.36978721382064306,0.26670300760789706
211,062e8accd114400ca7ae66e064e425cb,0230,0,25.5,22.8,2.6999999999999993,0.8386856136408023,0.3516483516483516,0.5962732919254659,0.40620897038619486,0.33758515505791087,0.9374431344215496,0.35859379002932645,0.3661733460166301,0.3761762713818397
219,1676b31f562340358a32b2410bfc0264,0238,1,25.8,17.7,8.100000000000001,0.8010119399270397,0.30219780219780223,0.6273291925465838,0.35417906342222016,0.2683193454558901,0.9404136473933232,0.4193746998321817,0.23771211005265236,0.27725418483612324
220,f42c5860cb5c41fab5561ec692222d33,0238,1,25.8,18.9,6.900000000000002,0.8275828903627722,0.41758241758241754,0.23913043478260865,0.36850280653466627,0.4096459854620418,0.9198170503948268,0.47877264786583273,0.7519650557916736,0.2882345857418112
230,a5b80f077afc4887907cfca15731cab9,0238,1,25.8,17.7,8.100000000000001,0.7981730821051796,0.43040293040293043,0.4006211180124224,0.4951196162734003,0.20967112793636555,0.962322659191836,0.457131486103014,0.3816602473820474,0.32306770899003906
237,0196cc1752f945c9b5bb8cc40857b13b,0236,0,25.5,26.8,1.3000000000000007,0.7949615851300196,0.5018315018315017,0.5341614906832298,0.5967300754708219,0.22805324785231074,0.9674163391977936,0.5111036466479093,0.25605367864184525,0.25957759253660434
239,2d88a2b6aee64f839bc77a73a5e23337,0268,1,24.5,17.7,6.800000000000001,0.8487581238201729,0.553113553113553,0.2360248447204969,0.5469299846407604,0.2753369362162451,0.959680010521776,0.5231234156423408,0.6949853070339885,0.3079225593848689
240,8991193f9ed74ec4abc5d0922bfe5fe4,0236,0,25.5,14.3,11.2,0.8411962877359187,0.39560439560439564,0.6521739130434783,0.5140556796634116,0.18416499216649573,0.96615138423177,0.42155606870639883,0.15938778170277257,0.27260795800121645
241,aeb6634dd0284960acdf056328f114c7,0236,0,25.5,25.5,0.0,0.7910297939350883,0.5128205128205129,0.6118012422360248,0.6416701709455185,0.2405792997526689,0.9689312836355776,0.5468363228036914,0.22214664879568757,0.2689688715953307
243,c68af2c421154aee8e13a0a06b3d779d,0236,0,25.5,18.9,6.600000000000001,0.7890986718959194,0.5054945054945056,0.5962732919254659,0.6347225756177187,0.23267413097645462,0.9691866037076357,0.5353871645413466,0.21725743847495793,0.2730608909999861
249,f83fd84f552544af9e8408c4d5bbf949,0257,1,23.3,26.8,3.5,0.6399186211725054,0.6593406593406593,0.3074534161490683,0.6604099136247049,0.3210981282586556,0.963362490840258,0.6399949513606418,0.6822467740548445,0.27174533579959353
253,f3cba3b287af4e5e8661b57146676b8a,TA5751,1,26.8,23.6,3.1999999999999993,0.7000575173928008,0.6465201465201466,0.4906832298136645,0.5543605543034881,0.7667439453293206,0.8953421657927821,0.7010665610400899,0.7134547748547334,0.2663346688134197
257,595e1e8f65514394bfc6293aace749a9,TA0477,1,16.1,22.9,6.799999999999997,0.4676796819508336,0.29670329670329665,0.6770186335403727,0.2744527573407789,0.8976957732275219,0.7496654295890882,0.5269914747829969,0.7093076674243765,0.5721633264249829
260,24f4802eaa174e66b19dee40ba2106f8,TA977,0,16.8,13.9,2.9000000000000004,0.3968308217773621,0.45421245421245415,0.8012422360248448,0.5625290190517297,0.3266477065337854,0.9557202647599892,0.6336656124902746,0.13824086925849,0.14677025404666952
263,93e727071f9b4312a8fd27a4b59a9bf2,TA5751,1,26.8,18.9,7.900000000000002,0.7046970174252263,0.6355311355311356,0.5062111801242236,0.5447109047957205,0.7863444691151289,0.8899290902960313,0.6984871084131381,0.7040348841326757,0.2575587486903158
269,0574d93fe93a42f48eb61607f830bba6,TA433,0,17.7,26.8,9.100000000000001,0.5483665142181158,0.49633699633699624,0.9316770186335404,0.5979933611655316,0.35730350922035414,0.9555212431210078,0.7610382747168336,0.17807354481568316,0.30136686181672123
271,7f61f02035044b23ac71dc937179d3d7,TA977,0,16.8,14.3,2.5,0.40040365084325985,0.4358974358974359,0.9099378881987576,0.6067266710623748,0.3606053749902701,0.9558961115451351,0.5564208693096957,0.2016557612573644,0.219460576828428
272,8d0a56b853e94ae39414ffe30935cb1c,TA0855,0,26.6,26.8,0.1999999999999993,0.7303980040689453,0.25457875457875456,0.860248447204969,0.2947473050460505,0.9007676445631434,0.7627130065552725,0.5814322566943864,0.4851117018414749,0.4720262974573319
279,70af7d5052af4d2dace04c483ed32a74,CG1741,0,27.2,26.8,0.3999999999999986,0.6254862778747057,0.631868131868132,0.6739130434782608,0.6516145130720136,0.23426716570470618,0.9699571598654168,0.6867526447847498,0.20220068724083007,0.21976247525783932
284,040cbfec3f90401988a51535076bbff2,CG1741,0,27.2,16.1,11.099999999999998,0.8469878255818246,0.45238095238095233,0.7981366459627328,0.5124060991217557,0.5608595529833698,0.9203997902307663,0.5727198098181601,0.24079419234322041,0.20374782032075053
289,7015aa08cb7b466dae73e9f27584f841,TA5751,1,26.8,20.4,6.400000000000002,0.7170343385936679,0.5311355311355311,0.6770186335403727,0.45544411029140985,0.9012943216473617,0.8412914610423492,0.6697280743845753,0.5359802564511585,0.2588557434582233
293,bc0939e5207444bdbd8ecf1906910e7e,TA347,0,20.4,26.6,6.200000000000003,0.5838348777881499,0.4139194139194139,0.9720496894409938,0.5764963491064578,0.34442432941566703,0.9550557613479892,0.54992124305952,0.13709488145120952,0.2028206674181456
297,8b5b2b339f0a4a449a2a566a40736065,TA0432,0,14.3,26.8,12.5,0.4383369646892546,0.315018315018315,0.4906832298136645,0.3413775991405046,0.37274001501066023,0.9211900284198791,0.39559125505707193,0.4083099683786766,0.2558985094360411
299,69e6dd7b55e54c4ba69d167ed0eea917,TA5751,1,26.8,20.4,6.400000000000002,0.7063341520494488,0.5238095238095238,0.6832298136645962,0.4490526864601172,0.8764215059906251,0.8449694957824698,0.6525884859981661,0.5195981495943359,0.2531316895266788
301,08ae0a01bc4e48e080c21fac2b88426c,TA347,0,20.4,27.1,6.700000000000003,0.5618175206368481,0.42490842490842484,0.9782608695652173,0.5805364727863901,0.37097553781085635,0.9526376290559058,0.5729530007016355,0.14447782538024845,0.20734708374559196
305,464970a00fba4811b5ad449c9203041f,TA5751,1,26.8,25.5,1.3000000000000007,0.7081920232224954,0.521978021978022,0.6801242236024845,0.44896785391158156,0.8737419182763524,0.8455751406980814,0.6491239051207942,0.5199888482241833,0.253704236674176
307,6945f361d7054e39874cf8f4cc71c5ca,TA433,0,17.7,17.7,0.0,0.5278078553039953,0.4798534798534798,0.9596273291925466,0.5747204717282045,0.4650219037734815,0.9415251938600626,0.7805924228609353,0.17841524109383355,0.31738114550671304
308,84d40e22c5554c37a8e0aa28eb87706d,8440,1,24.0,26.8,2.8000000000000007,0.5071346727395456,0.16117216117216115,0.2080745341614907,0.19912716615866743,0.2394786536143252,0.9171231280516684,0.16634975699687937,0.8110513527030278,0.4766816679278346
309,689e87b183424b979663470f47ffe07e,2840,0,25.3,16.1,9.2,0.4284032502340041,0.6208791208791208,0.28260869565217395,0.65815349476516,0.3215738084720985,0.9631786004214156,0.543821940161622,0.6954647884244191,0.2916041627601725
311,c36e360df57d422ba238ac8d3f2b2045,TA5751,1,26.8,26.8,0.0,0.7231367260102153,0.608058608058608,0.5496894409937888,0.5200585873466118,0.8084146362326738,0.8802001543562479,0.6827196927748345,0.6483480893243708,0.25326142686238395
313,0bb2e3d0267f47328ede7445ef83ea4c,TA0440,1,16.0,18.9,2.8999999999999986,0.4734042866945532,0.456043956043956,0.5652173913043478,0.5626854621181682,0.23298599645542695,0.9648516611362392,0.5194049811507588,0.33295303400970333,0.2877589967284624
314,c79acbcc6dbf442b9c83b5aaaedb863e,TA433,0,17.7,13.9,3.799999999999999,0.4964814323202625,0.43772893772893773,0.9285714285714286,0.547427238768771,0.4245905385331302,0.9433573176212344,0.7341308238239694,0.18803531916601912,0.3085466266675177
321,340f7f5e3e18416590e8fc4e80b3c800,TA0159,1,22.3,17.7,4.600000000000001,0.5181555383428027,0.20512820512820507,0.4285714285714286,0.23937656115821182,0.29951882418360243,0.9137664452578192,0.17832280601929262,0.655256611327769,0.4847192375203006
325,2f45856b2186477f80f6776b82b1f499,TA5751,1,26.8,16.0,10.8,0.7191753176239606,0.608058608058608,0.562111801242236,0.5199731201406063,0.8177768480817387,0.8784071564259947,0.685482461402237,0.6299581496724019,0.2505899899937697
347,c61aeea316264bcd9f3a1479a5d1c2dc,TA0477,1,16.1,13.5,2.6000000000000014,0.5112236360821036,0.5439560439560439,0.5093167701863354,0.4530400277937664,0.7994726037291426,0.8637663765683647,0.6328878681159966,0.5643369316551722,0.19110059952697872
348,4c9f60d59fe7438b80dbfd9891de44ff,TA347,0,20.4,26.8,6.400000000000002,0.5937816187262068,0.4139194139194139,0.9720496894409938,0.5764963491064578,0.34442432941566703,0.9550557613479892,0.54992124305952,0.13709488145120952,0.2028206674181456
351,4c31032ea2e44fd19875c32cc706cd07,CG1741,0,27.2,24.6,2.599999999999998,0.6042682487418847,0.6117216117216117,0.7173913043478259,0.6570427384158221,0.19618986541802308,0.9730966408043988,0.6773514142791961,0.1487091505755982,0.22135927584667214
352,9a0d8414f0334a0e93ff33aa743fea97,CG1741,0,27.2,13.5,13.7,0.6082684988813092,0.6227106227106226,0.6583850931677018,0.6422032832206032,0.2159071299037405,0.970896133912862,0.6753663900260718,0.1990262292358269,0.22126682332834866
355,6a759437a352409f8fac318349fe9113,TA5751,1,26.8,14.3,12.5,0.6920473103695357,0.6172161172161171,0.5248447204968943,0.5260875159860962,0.8116326695398053,0.8810678356118469,0.6911913146574926,0.6919947952192028,0.2602229784353908
361,7e23fa03f20c4c6c957688c277a3919b,TA0477,1,16.1,25.0,8.899999999999999,0.4729283933101099,0.3003663003663003,0.6614906832298135,0.25459088736591085,0.913461797259761,0.7274689030559379,0.5897389857077853,0.676171715907263,0.5151778754363568
362,918d62ec58404870b3946ee08dd3cb86,TA977,0,16.8,16.0,0.8000000000000007,0.5487365840682223,0.5054945054945056,0.36024844720496896,0.44181410068216687,0.3852643960733716,0.9355152061172296,0.68409186552294,0.5285320361847244,0.2188624701886247
363,90a6e875f2e2488da7e864af7718a82e,TA5751,1,26.8,18.9,7.900000000000002,0.7081920232224954,0.521978021978022,0.6801242236024845,0.44896785391158156,0.8737419182763524,0.8455751406980814,0.6491239051207942,0.5199888482241833,0.253704236674176
367,1a71e963b670454da8e2e48f1a25c7d6,TA5751,1,26.8,17.7,9.100000000000001,0.6762687946252797,0.7124542124542125,0.3571428571428571,0.6429711129834682,0.5931458752775634,0.9340121455044301,0.6908377112772333,0.7392644290675435,0.28380312545640424
368,fdda329625734180a4f496d06a22e6cd,TA5751,1,26.8,22.3,4.5,0.6975204292993513,0.7142857142857143,0.3633540372670807,0.6450491930938479,0.5888728896094639,0.9347629831772708,0.694043044029846,0.7368601060576158,0.2748383074885062
370,cb892ba372604e97ad5473cfac17095e,TA5751,1,26.8,22.3,4.5,0.6869257172332413,0.7252747252747253,0.3633540372670807,0.6543936781346275,0.6090683768876517,0.9334529884484848,0.6993852652842001,0.7486158191777491,0.28837845280259805
372,5933389848aa4eca96ab9ddee4c3a8be,TA5751,1,26.8,16.8,10.0,0.7191609587499339,0.5311355311355311,0.6770186335403727,0.45544411029140985,0.9012943216473617,0.8412914610423492,0.6697280743845753,0.5359802564511585,0.2588557434582233
376,d42cb55ba2544b1991d57366fb1f357f,TA0440,1,16.0,25.8,9.8,0.4498922069701407,0.5586080586080585,0.5807453416149068,0.6147950714827931,0.422810152053127,0.950232128081294,0.6866713181498918,0.33565087007364347,0.32210239364881993
378,fc1ac43d07e54c7c801b1621cd82eae0,TA433,0,17.7,17.7,0.0,0.5298225890748398,0.5036630036630035,0.9503105590062111,0.610710310227447,0.3610979815155232,0.9561644614050666,0.7745928697290871,0.18161941669013748,0.2950710505975385
380,fb63069ce1f54f9fb80275fc12a844a8,TA0432,0,14.3,18.9,4.599999999999998,0.4334810669620878,0.2857142857142857,0.686335403726708,0.3382266834646396,0.44516566918264544,0.9069702651626724,0.47985951524789505,0.3421554441620006,0.2431517573552437
381,072787a974b749b5bb787c5a64c1868d,TA5751,1,26.8,16.1,10.7,0.6930669827183686,0.6263736263736263,0.5124223602484472,0.5358976280576143,0.7998426579452818,0.8855494617747905,0.6967927840366064,0.7010058120467734,0.26028307093611724
382,0fde2b5fc11d454096f9954120c58867,TA5751,1,26.8,26.8,0.0,0.7264865126852316,0.576923076923077,0.6428571428571428,0.49097837050319393,0.8952717510280466,0.8545009788993833,0.6966539484086309,0.578206907063234,0.25766882585064405
385,f5f556024fa2471ab8793f53ec47f3ae,TA433,0,17.7,18.9,1.1999999999999993,0.512547423773049,0.4798534798534798,0.9596273291925466,0.5747204717282045,0.4650219037734815,0.9415251938600626,0.7805924228609353,0.17841524109383355,0.31738114550671304
388,1da39881448d46ec99a4c581398f3a23,TA5751,1,26.8,26.8,0.0,0.6882294265712863,0.7216117216117216,0.3633540372670807,0.6497897670685441,0.6177820131494196,0.93186050137353,0.7034757262872329,0.7515427671439355,0.2870176629154178
390,994e06d9271a4b5f8e24669298edb387,TA0440,1,16.0,14.3,1.6999999999999993,0.4943978389389106,0.576923076923077,0.593167701863354,0.6335004368823361,0.43081331908956344,0.9510554640904588,0.6985760691580887,0.3282599964338636,0.321570279855332
396,c6c20c2b82804b0ebc77f40dd4a2720b,TA5751,1,26.8,26.8,0.0,0.7127512612164535,0.5256410256410257,0.6832298136645962,0.45036621587122827,0.885393613571793,0.8432946780309308,0.6574881431273105,0.5229003408423282,0.2572808372102173
400,33c5b80518614e019ebac95e86af1a0b,TA5751,1,26.8,23.0,3.8000000000000007,0.7191609587499339,0.5311355311355311,0.6770186335403727,0.45544411029140985,0.9012943216473617,0.8412914610423492,0.6697280743845753,0.5359802564511585,0.2588557434582233
401,42321e9b072e4721ac49ebdd776cef85,TA433,0,17.7,26.8,9.100000000000001,0.5334826149686722,0.49633699633699624,0.9316770186335404,0.5979933611655316,0.35730350922035414,0.9555212431210078,0.7610382747168336,0.17807354481568316,0.30136686181672123
403,95a3faf3de22484ba4e19002ae54b3e1,TA5751,1,26.8,27.2,0.3999999999999986,0.7264492949577985,0.5915750915750916,0.6211180124223603,0.5015065975024008,0.879401844481265,0.8610857095411119,0.6955095720334514,0.5823837636221588,0.2581341471357195
405,915d7de91c8c4310b2b6c9806fca490d,TA433,0,17.7,26.8,9.100000000000001,0.53440238575254,0.4633699633699634,0.9347826086956521,0.5830260224900395,0.3569173277886708,0.9543187233095634,0.7306347911947639,0.1949033617249185,0.2972719879740753
414,645adbed543f4d829bf94da958d37e73,TA5751,1,26.8,16.0,10.8,0.9079662743378978,0.6153846153846153,0.5124223602484472,0.588108042183778,0.7244271487725831,0.9084665347557916,0.772495067089271,0.7345332587387049,0.2883373064254909
417,8a800c12670648a9a56b5ca0aa689cfe,TA347,0,20.4,17.7,2.6999999999999993,0.580496315074337,0.41208791208791207,0.981366459627329,0.5795874483157434,0.3466190109868835,0.9550888341671786,0.5526840116869225,0.13866655080505397,0.20084139781444965
418,bb274ed2e9b041dfa72098f9d31082a4,TA0427,0,18.9,17.7,1.1999999999999993,0.5953303053895633,0.6501831501831502,0.45962732919254656,0.5917589092819026,0.6523618143713179,0.9195261171608452,0.7695804342132511,0.5815866969703168,0.1638065856845984
419,00aa5fd87097423c991255f2dc522014,TA332,1,20.4,20.4,0.0,0.4483499570948795,0.19047619047619047,0.40993788819875776,0.21321412914655447,0.37758094018833466,0.8882490897222932,0.19547542302634358,0.7042458690927272,0.5191827797723504
434,928ac4f9e9dd46d28daf2a8e24c8fb95,TA5751,1,26.8,16.1,10.7,0.7285703662072973,0.5293040293040293,0.6801242236024845,0.45577815167329827,0.8989871127929101,0.8419612996781485,0.6700947063854767,0.5306357566243013,0.2629799238691477
438,c49bc40162ad4aa8af068238f4a3092d,TA0441,1,13.5,26.8,13.3,0.12874785039174125,0.03296703296703296,0.5124223602484472,0.14303957665808098,0.13361721349247901,0.9273204107109034,0.11456975434729999,0.40335766369817183,0.4521863305101438
439,2e18cc5a65684b61a075e2a2a7d53679,TA0855,0,26.6,18.9,7.700000000000003,0.7535175324027996,0.2912087912087912,0.7950310559006211,0.2983446493641764,0.8914275168290582,0.7685792715520158,0.5772788921876868,0.5301777645699045,0.4754979246436501
441,b2b00a10eac04359b90ec66a479e7c62,TA0159,1,22.3,24.5,2.1999999999999993,0.7282595248263686,0.31868131868131866,0.6894409937888197,0.3253368431301793,0.724409132784047,0.8367408664959496,0.4692065244910195,0.43544689895128463,0.276446312767539
450,f26924c5c5ae44d9aaa077eff042c6e4,TA347,0,20.4,17.7,2.6999999999999993,0.5780923600079451,0.41208791208791207,0.9782608695652173,0.5793648950961446,0.3459937544815226,0.9551343698196856,0.5506230553094895,0.1395225729706353,0.203744263662912
456,0b7ff3169da44b95974a84779d29c8c3,TA0432,0,14.3,27.2,12.899999999999999,0.429318900860755,0.2948717948717948,0.6459627329192545,0.33385251840281893,0.4425758708305927,0.9064812354552044,0.4693139083671616,0.3636831426337911,0.22683974879052854
