,uuid,id,sex,weight,predicted_weight,difference,area,width,height,MA,ma,eccentricity,perimeter,per_area,symmetry
458,a8a324f959c5492e9b913431b080f054,TA5719,0,26.8,26.8,0.0,0.38008554900622155,0.2582417582417582,0.27639751552795033,0.25957268406745837,0.32110873444545485,0.9139628322866388,0.29050405785018396,0.8244656039465371,0.4616512446240063
459,2e269e22ee9c49928ea2995a4de6dfad,TA5751,1,26.8,16.0,10.8,0.7171463905321471,0.5293040293040293,0.6801242236024845,0.45453168440155267,0.9016132337024954,0.8408900991238517,0.6692855102593653,0.5337374209677327,0.26159295109970176
466,6065cafcec66407e8621b7e03fc50adc,TA5751,1,26.8,13.5,13.3,0.673852499873747,0.7106227106227107,0.36024844720496896,0.6438581525745118,0.5921549959080823,0.9342342747365724,0.6957373684063775,0.7400451060577672,0.2773820644558617
467,ebdb64c90e8c41c8b70d52ce03a0302c,TA0160,1,20.2,16.1,4.099999999999998,0.5505680775026343,0.5457875457875457,0.3571428571428571,0.4702239076844168,0.5381838888317616,0.9168277265820304,0.6102672228472577,0.6846734495962735,0.2870442569882564
469,e1c94dc0037c46ec97f31f0c155af740,TA0438,1,13.9,27.2,13.299999999999999,0.4620979115259321,0.3571428571428571,0.9192546583850931,0.5369414280438317,0.2873862908715493,0.9576635681323424,0.5440290738038136,0.17280036155725942,0.1835709814286708
474,cfc2eabfe55142c1b771f9c52d3ac83c,TA5751,1,26.8,17.7,9.100000000000001,0.6949955424799581,0.7142857142857143,0.3633540372670807,0.6462370603258322,0.5859643244925077,0.9352438410684276,0.6923487196533142,0.7360613731392488,0.2766834631241411
475,81e3d4b866e94b1e96b7a4e317f9efdd,TA5751,1,26.8,17.7,9.100000000000001,0.7121290946233665,0.5256410256410257,0.6832298136645962,0.45007649473601874,0.8810305479610134,0.8442322911001937,0.6568622630016496,0.522728578505569,0.2534083062049916
476,ed33cba9416f405a9217f7f67c74674d,TA5751,1,26.8,26.8,0.0,0.662212504642745,0.7161172161172161,0.3571428571428571,0.6576205940425656,0.5485561583606846,0.94077145800156,0.6957818487788527,0.7331587480916731,0.2897590420668705
477,25728a548a544d5f94a7f703ca45ac54,TA5751,1,26.8,20.5,6.300000000000001,0.6917102835760214,0.7252747252747253,0.36024844720496896,0.6537360672191114,0.6061151350249305,0.9337269903202948,0.6998278294094102,0.7420595095011385,0.2822592172595508
478,0be54de21e324b39b7eddcb695b5b16e,8440,1,24.0,26.8,2.8000000000000007,0.5072467609769902,0.1648351648351648,0.2080745341614907,0.2026551741481588,0.23925033001767715,0.9180139580404152,0.16937177374904133,0.8000859645809614,0.4728848600508906
482,a8b29a38ee6c4750b72f52cb41f4f015,TA0185,0,22.8,26.8,4.0,0.5396871190609029,0.45421245421245415,0.9378881987577639,0.6335572387259315,0.22677374944067807,0.969594530268442,0.5522728993135457,0.06316005024238702,0.3054279579244924
488,f48ed883a03e416497a98ef0bb406809,TA5751,1,26.8,26.8,0.0,0.6787592641428264,0.7197802197802198,0.35403726708074534,0.6620050194001567,0.5403383976543474,0.9421261200401412,0.6993223617805335,0.7312538169289683,0.2861530586127464
490,9bf53c1767a54fb9b7716a608b8a392b,TA0432,0,14.3,22.9,8.599999999999998,0.4334810669620878,0.2857142857142857,0.686335403726708,0.3382266834646396,0.44516566918264544,0.9069702651626724,0.47985951524789505,0.3421554441620006,0.2431517573552437
492,8d548de639a94effaf8441d499e10123,TA332,1,20.4,26.8,6.400000000000002,0.5831983773878315,0.456043956043956,0.7484472049689441,0.5608784865238684,0.31079269223559214,0.9572099323358634,0.6146353551062413,0.18694915390228062,0.3209571186393575
495,645320a08e094bdeb5539d36db13a414,TA0477,1,16.1,17.7,1.5999999999999979,0.45548994871307674,0.5439560439560439,0.5093167701863354,0.4530400277937664,0.7994726037291426,0.8637663765683647,0.6328878681159966,0.5643369316551722,0.19110059952697872
496,c1d1a02c4bdd492e8c218e786593673d,TA0440,1,16.0,26.8,10.8,0.3504307548038364,0.5915750915750916,0.6894409937888197,0.6647065446988992,0.452164517503314,0.951566434189096,0.8129126326219129,0.24693893124196165,0.16577783482898253
499,3619fa89f83f4d3faa8076c7483174e3,TA5751,1,26.8,27.2,0.3999999999999986,0.8419928075785112,0.6776556776556776,0.6366459627329193,0.7248806407628753,0.2814267762121101,0.9700891820399464,0.6256051029809933,0.31001484455760686,0.31014044581883776
500,c64415eade4d4c52b9ce2987bebd7a4b,TA332,1,20.4,25.8,5.400000000000002,0.4521046037078334,0.2142857142857143,0.422360248447205,0.2242398218262618,0.2913686234342754,0.9118580224090522,0.19793446315651153,0.5826696236747723,0.4762354257346129
501,76e4577c77d041aea62239cb1ae41dae,TA5751,1,26.8,26.8,0.0,0.7279650357435987,0.6025641025641025,0.5434782608695652,0.5162383724801519,0.8056901538372911,0.8797730547944821,0.6805828042730926,0.6512698772355888,0.2570453418754529
503,a27af4038a1c438b8cdc4f96d0a04c23,TA433,0,17.7,16.1,1.5999999999999979,0.48533732434249016,0.4725274725274725,0.9627329192546583,0.5769392342445093,0.46031413709172053,0.9423238769101308,0.7638953985997361,0.17620842663214353,0.31636239382993264
511,d494444a35b948008951ab2cb4b02214,TA5751,1,26.8,26.8,0.0,0.7274011837591432,0.5567765567765567,0.6614906832298135,0.47357056230175876,0.9121469206770918,0.8450380711005525,0.6916469074033447,0.5632539006798215,0.2640581749941356
513,b01a8e9d34da4a35a381954eacac38b0,TA347,0,20.4,13.5,6.899999999999999,0.5718964076992004,0.41208791208791207,0.9596273291925466,0.5753404263004805,0.3410686336154881,0.9553040313366632,0.5439531416795049,0.14158991094487505,0.2067047169192416
514,72dc1dbd6a7f4bc68902a5ba47109b4b,TA0441,1,13.5,17.7,4.199999999999999,0.10892434322785549,0.0,0.4627329192546583,0.12515873708875325,0.10879561264186288,0.9287740831269654,0.06884141931213672,0.4124444313966955,0.4556598102506469
516,dfc8f33dcc73478bb49937c1f4adee51,TA0427,0,18.9,16.0,2.8999999999999986,0.52119955072912,0.478021978021978,0.422360248447205,0.43683817456221985,0.6851459009939345,0.8832006654021131,0.5644944074396192,0.7468807078041072,0.3131979861028045
522,2426e261adc744368486c68badd5b759,CG1741,0,27.2,26.8,0.3999999999999986,0.5872858129300873,0.619047619047619,0.6677018633540373,0.6747671349187113,0.15401145780548342,0.9768001864723912,0.6009288958453707,0.1460189759699304,0.23179359134415314
524,352b83d547594ba2bd11d8371d7d98cb,TA5751,1,26.8,26.2,0.6000000000000014,0.7184211546374757,0.6007326007326007,0.6118012422360248,0.5072442183629994,0.8688938738774015,0.8649212822939323,0.6984556566613047,0.5860518542257057,0.2514245279505419
526,7b6582f6015e4cab9b4eff05507b9bf2,TA5751,1,26.8,27.2,0.3999999999999986,0.7081920232224954,0.521978021978022,0.6801242236024845,0.44896785391158156,0.8737419182763524,0.8455751406980814,0.6491239051207942,0.5199888482241833,0.253704236674176
530,0e0ebb02dab6445f878217a2a1566313,TA5751,1,26.8,26.8,0.0,0.6801146866473942,0.6666666666666666,0.4627329192546583,0.5758027742676225,0.7280461831148708,0.9057353361070236,0.7028368175409301,0.7211971861039937,0.2634035905063942
531,4be4950ac187482c8b34d68ee961aab2,TA5870,1,25.0,20.2,4.800000000000001,0.29226562218055424,0.04761904761904756,0.6242236024844721,0.2093625516234353,0.23815622193968933,0.9198094144521786,0.15835754550181402,0.4015936523049559,0.4349329359165425
533,09998e69da474c928041a07bdb58837b,TA0440,1,16.0,17.7,1.6999999999999993,0.3569203577160068,0.5915750915750916,0.829192546583851,0.6487889122378198,0.5379552746546534,0.941037317909032,0.8408754991450065,0.18508334124714965,0.16736392082249246
537,03473b49cfcb465f9a5af21a1c64b456,TA332,1,20.4,26.8,6.400000000000002,0.6829856661106584,0.5549450549450549,0.5527950310559006,0.5802436841400739,0.3011745516461547,0.959669105544675,0.657215866381909,0.34097461945929575,0.33325127939366456
538,465e4481991e4f32886c6360aeec5a38,TA5751,1,26.8,17.7,9.100000000000001,0.7273747106707633,0.6062271062271062,0.593167701863354,0.5151770136372552,0.8445117033278111,0.8719984517824974,0.6932208192830924,0.6046831610586264,0.2538791247870927
539,0777c49ee51041fb85ba685e52975799,TA0438,1,13.9,26.8,12.9,0.539115392691371,0.5238095238095238,0.15527950310559002,0.6099938877196794,0.17798790538743803,0.9722075149717718,0.46882910346901907,0.7584263396718208,0.2725058054221931
540,09f3e5f206184fc688d0265236411d54,TA5751,1,26.8,26.8,0.0,0.7295785280973677,0.5238095238095238,0.6832298136645962,0.4532491474302428,0.8886645325226914,0.8435290721331974,0.6625396645050721,0.5233525123161894,0.2618064705021227
542,7884200016734c0798838adaa35e321e,TA0477,1,16.1,25.3,9.2,0.4634602063071966,0.31135531135531136,0.6677018633540373,0.2669850602160363,0.9187073557283452,0.7352649193357863,0.5950052748378309,0.6760407705640058,0.5136483839915023
544,91fc02ca7a604fdbb80a1112130b82c1,CG1741,0,27.2,26.8,0.3999999999999986,0.6252122459322356,0.6300366300366301,0.6677018633540373,0.6481203005928177,0.23314436280626782,0.9698624644924352,0.6861267646590892,0.20564499423226112,0.21980461811722912
545,34d24b70ea7f42dfabd6e45cc8117b50,TA5854,1,24.0,17.7,6.300000000000001,0.7048882000959167,0.43956043956043955,0.4068322981366459,0.3908511058139543,0.6209528997768741,0.8842449744624209,0.49220683038130186,0.8001772806677357,0.35538651838664553
546,d4f1672d43ef4737bbe900d6a15e2ef3,TA5751,1,26.8,17.7,9.100000000000001,0.6993161577326656,0.619047619047619,0.5186335403726707,0.5310878764186512,0.807007790934333,0.8831213943872789,0.6922597589083637,0.6957775140722099,0.25344269978907896
548,6002986b7b3d410193215b601fe5b758,TA332,1,20.4,24.0,3.6000000000000014,0.7686613027329003,0.4798534798534798,0.9658385093167701,0.6669266823063896,0.3406436596923603,0.9620940613415496,0.6056007566015891,0.2171272991124329,0.2348657940253251
549,b8787a2604624a049ed51160c03ed80d,TA332,1,20.4,13.9,6.499999999999998,0.6108902905604017,0.5402930402930403,0.5248447204968943,0.5660388864151938,0.2870467476037374,0.9599779898183236,0.6419983987449576,0.34706114913202424,0.32932514678023944
551,1c95f0f59fad432092423d59140ce374,TA5751,1,26.8,22.3,4.5,0.7090052371542308,0.5274725274725275,0.6832298136645962,0.45414158160978435,0.8980852963344983,0.8415967889452199,0.6688429461341552,0.532343604970258,0.2587939212080147
555,2654b813a0e4408598cde945ed4d9735,CG1741,0,27.2,14.3,12.899999999999999,0.608193733289007,0.6648351648351648,0.7422360248447204,0.7334105429404748,0.18277035124748553,0.9771637391318828,0.6585934336405641,0.1364511352923099,0.22997737844089164
560,05ddd2d3c7d84c49ab9f4574caebed3c,TA0154,1,22.9,16.1,6.799999999999997,0.8795346761773117,0.5366300366300366,0.639751552795031,0.6192593579054019,0.37100982630516666,0.9558674323769264,0.5646907520607118,0.3321051510863401,0.3662598101336179
563,06c29201ffbe481a81830c51545d6d32,TA0432,0,14.3,27.7,13.399999999999999,0.44683916982229926,0.2802197802197802,0.7236024844720497,0.3522427234802161,0.46938424293311054,0.9054152950649732,0.4488301516001645,0.3356282063734636,0.2744666048237477
564,c8c9fea2ef554c31b5e92443d715c13f,CG1741,0,27.2,26.8,0.3999999999999986,0.5987276135220561,0.6703296703296703,0.7577639751552794,0.7399331293156378,0.18917917594359923,0.9770002312765088,0.6661484755209688,0.13396662338746168,0.2326356268710934
566,1096edfe0e8a4f7a99dc1711d72f53f7,TA0440,1,16.0,26.8,10.8,0.49997847064925754,0.619047619047619,0.6211180124223603,0.6895471438642083,0.4161438004241095,0.9569315076591536,0.7204319986731913,0.30785229902892297,0.31141479641721265
567,cec5746c84a64066a4025185ee8ea1bf,TA5751,1,26.8,27.7,0.8999999999999986,0.6999942349785073,0.5567765567765567,0.6614906832298135,0.47357056230175876,0.9121469206770918,0.8450380711005525,0.6916469074033447,0.5632539006798215,0.2640581749941356
568,90644fa9af6f4d70a3495c1a689463e0,TA5751,1,26.8,26.8,0.0,0.6511072902999444,0.7344322344322344,0.36024844720496896,0.6911216232718741,0.5346310341892975,0.945542871384956,0.6791737852626043,0.7108746471109707,0.30397383673113954
570,82cb26b176544b2caba22f5ab8574f3e,TA0432,0,14.3,26.8,12.5,0.4543236436129286,0.3205128205128205,0.4906832298136645,0.3685555888809492,0.321432586368413,0.9343877594350848,0.3902490338027176,0.41528369954309174,0.2673285933535879
573,f275d6ba5aea4b47b8e2e493d157ab34,TA332,1,20.4,26.8,6.400000000000002,0.4787004207940175,0.17582417582417575,0.3509316770186335,0.18830006837905366,0.37328666950152123,0.8809130632333974,0.1731899580066727,0.7923435401405167,0.52964901169961
575,bc0475bf28c54003affea86306b99754,TA5751,1,26.8,26.8,0.0,0.923681254034147,0.6300366300366301,0.4720496894409938,0.6078737086637672,0.684257741817154,0.9175153604187256,0.7599644359554134,0.7965820120072572,0.298038293097832
581,c2fc5af0bf8c41b6b285dd135f37e086,TA332,1,20.4,25.8,5.400000000000002,0.4728114226478785,0.23076923076923073,0.4161490683229814,0.23712950349635442,0.2780559702279979,0.9177546363116024,0.2095354856674735,0.5471704701475991,0.4588021265697582
586,1429712bc63c4bc086f26fff114d08bf,CG1741,0,27.2,26.8,0.3999999999999986,0.6352127435883324,0.6355311355311356,0.6801242236024845,0.6546580129710237,0.24170014123300054,0.9695366312104488,0.6940484385403953,0.2073590385084071,0.22736436597110754
590,0485639e522a4572a71c7151b00bea09,TA0441,1,13.5,16.0,2.5,0.11457479524146225,0.0,0.47515527950310554,0.12549314868749928,0.11958297635826487,0.9264078593461104,0.07303926419131157,0.41177050433473716,0.4601893167573702
595,2383c965911041e7be57b7d7ce833fb9,TA433,0,17.7,27.2,9.5,0.5147111880529742,0.4706959706959707,0.9627329192546583,0.5724721976395292,0.4574197377722018,0.9421804647169024,0.7676192276018676,0.17109951502457765,0.31148913123753724
601,c6294b7db0444ca5bda9e0b3d73a8b08,TA5719,0,26.8,27.2,0.3999999999999986,0.6350256087349244,0.6776556776556776,0.7919254658385093,0.7463069942902513,0.24244824062793568,0.9737879112456768,0.8059075387428607,0.0602235498290119,0.2381286045383496
602,9785a58f81e3429cb0372ef3381919f7,TA0855,0,26.6,13.5,13.100000000000001,0.7526781937712952,0.2765567765567766,0.826086956521739,0.2953553069026351,0.9014021269981176,0.7628813356528795,0.5786380363151504,0.5082179098495002,0.4768036519847978
603,1bf244261c6346b4b7d10a7af1613136,TA5751,1,26.8,26.8,0.0,0.6989403648955808,0.6465201465201466,0.4906832298136645,0.5543605543034881,0.7667439453293206,0.8953421657927821,0.7010665610400899,0.7134547748547334,0.2663346688134197
606,80763dd5e1c74339a95d74c3c282e11a,TA332,1,20.4,22.8,2.400000000000002,0.6899068583180323,0.5549450549450549,0.5683229813664596,0.5829812791383805,0.3143784551151805,0.9585911038263116,0.6637024640114428,0.33799374384685066,0.3403715358846818
609,f3674e1b12694a8dbd1925a55c9245df,TA5751,1,26.8,20.4,6.400000000000002,0.712034223440432,0.5238095238095238,0.686335403726708,0.45146512528112026,0.8907100736726803,0.8424125294320336,0.6612119721294418,0.5260237335716028,0.2545355073808849
610,32ac9c2ea12249b99b278d60d01eba99,TA977,0,16.8,26.8,10.0,0.41695600282493267,0.478021978021978,0.7515527950310559,0.5097228731134079,0.5085522369773732,0.9276155818054952,0.7909102333687428,0.27585241930003324,0.20636446607849104
612,af9bb12bbe4b40c599fa21789972ba07,TA5863,0,27.7,27.2,0.5,0.36415962860477263,0.3131868131868132,0.22670807453416153,0.2625611803190392,0.32430817060313,0.9139900449039696,0.24177976330414286,0.8178411254499008,0.5015141346515853
616,1f0ba14e0fff4338a7691989c124a405,TA332,1,20.4,27.2,6.800000000000001,0.39060487634114655,0.1776556776556777,0.45341614906832295,0.22191464840743025,0.23927219619731155,0.9223776855639032,0.16022215725815447,0.5391589336656909,0.4592035952407264
619,f95f7990d21942dd8361144be4923740,TA0440,1,16.0,27.7,11.7,0.4962089995913444,0.6391941391941393,0.6521739130434783,0.7162744739125898,0.3945498946809284,0.9606686386492848,0.7182636584196163,0.2947163345390781,0.3034293251264014
621,70e7a587ea554ba4921a8c8737574de7,TA433,0,17.7,14.3,3.3999999999999986,0.5590770002023233,0.532967032967033,0.5869565217391304,0.628971732726488,0.18696814922149319,0.9724526592439804,0.5435496634162207,0.1694571868609671,0.26367213404659806
628,8ef4edd9efd74256aaa1d38eb5886b60,TA5751,1,26.8,20.4,6.400000000000002,0.6950028845577709,0.6923076923076924,0.42546583850931674,0.6044419041691548,0.6842285384808982,0.9169932248916974,0.70575145041695,0.7490261400533057,0.27309064420329104
629,b05d038a47eb468ea96f3b141b591caf,TA0432,0,14.3,25.8,11.5,0.37266498830727995,0.26007326007326004,0.8819875776397514,0.38163535046340813,0.47061761169667715,0.911539803358654,0.45296509297567256,0.2756859186888754,0.2426721979829769
631,2e48a99c17eb4493bba7621abc0bb9b0,TA0427,0,18.9,18.9,0.0,0.5449448225270581,0.5128205128205129,0.4440993788819876,0.4814637972603636,0.6374473363778661,0.9024347429388648,0.5832654166988931,0.7341110885493839,0.3328934967012253
634,cf76326cfb98440d848cecdbbcd34766,CG1741,0,27.2,16.0,11.2,0.6551615959876862,0.631868131868132,0.6739130434782608,0.6516145130720136,0.23426716570470618,0.9699571598654168,0.6867526447847498,0.20220068724083007,0.21976247525783932
637,cc88624173134af480b7336c7df2be17,CG1741,0,27.2,17.7,9.5,0.581189224520503,0.6703296703296703,0.7732919254658384,0.74667012413953,0.18184717712524467,0.9777010520346296,0.6703463204001436,0.11621156754243311,0.2213906447534766
638,b509ca5cc7ee4718af36069ddfd613b2,TA433,0,17.7,14.3,3.3999999999999986,0.5587603750319519,0.5659340659340658,0.6149068322981366,0.6639340607812517,0.21064239312477917,0.9723579442715348,0.583569145196128,0.1714328033458019,0.2664427574146809
641,3000c521d0e74a14bed0ed279428072c,TA0440,1,16.0,17.7,1.6999999999999993,0.5052823565162439,0.5293040293040293,0.562111801242236,0.5870353652826604,0.39975339162789025,0.9501566138572456,0.6525440056256908,0.34226933202804644,0.3233090193930643
644,2751a223f41e4e2b896457c8deb36459,TA0441,1,13.5,25.4,11.899999999999999,0.24340465573821812,0.09706959706959706,0.5993788819875776,0.2554233993026278,0.17022759097066265,0.941398665699874,0.16921227539033146,0.42200051341251477,0.40846169957539175
646,7bdb5e5852dc4566a17052deed92f4e0,TA5751,1,26.8,25.8,1.0,0.658375384863614,0.7106227106227107,0.35403726708074534,0.643757242036728,0.5938399993520056,0.9340213876720644,0.6927153516542157,0.7424383289622237,0.28580031664934485
647,c7b72fb5baa44699b0c9669d0394b7fa,TA433,0,17.7,16.0,1.6999999999999993,0.5237561625660956,0.456043956043956,0.9254658385093166,0.5743345999862385,0.363550553245219,0.9528751853494386,0.7224538691886986,0.1976619794808575,0.2992477082502989
650,c5106a42a9cc4d61abd8f87d76e69df0,TA5751,1,26.8,21.8,5.0,0.8760504195293028,0.5439560439560439,0.7857142857142856,0.5417707482881305,0.7889749487316184,0.8888181283375993,0.7275314478077441,0.46204982622465807,0.2851225977468522
652,6966c929b3194304b2f77c76ff776b00,TA332,1,20.4,26.8,6.400000000000002,0.6068602402174437,0.44505494505494503,0.7670807453416149,0.5474727225541453,0.31331689204874147,0.9558416778005192,0.6123151506040487,0.1938491089921065,0.3244226071507884
657,e20bf32599e14ac3bf78301113b64f97,TA0427,0,18.9,16.1,2.799999999999997,0.5345411091269681,0.47619047619047616,0.48136645962732916,0.41913080803478475,0.7313019918818355,0.8685061351796812,0.5627556026906122,0.6766737538373043,0.3003872779734281
660,21927a21cc9d4e54a51430955b2831a7,TA5751,1,26.8,20.2,6.600000000000001,0.676130663876193,0.7124542124542125,0.3571428571428571,0.6423726309889387,0.59248988988853,0.9340203548368788,0.6914635914028939,0.7400159215289926,0.27318793973766786
663,79f57117af07473794701ee853d2c975,TA5751,1,26.8,14.3,12.5,0.7188506533949517,0.5293040293040293,0.6739130434782608,0.4550986450750554,0.904247926735658,0.8404600029651341,0.671422398761107,0.5464406332707351,0.26109152555433546
664,b87d4d40274244f4bef50766ea414b2c,TA332,1,20.4,16.8,3.599999999999998,0.7608175504352805,0.46153846153846156,0.981366459627329,0.6560336330379831,0.32119554535795725,0.9630760800357888,0.5822338187104052,0.18371928740137733,0.2469043151969981
671,c0e8fb5bede94a4e9692ceeda22defbf,CG1741,0,27.2,26.8,0.3999999999999986,0.6691991127306609,0.6446886446886447,0.686335403726708,0.6685985816357524,0.24697512097318597,0.96985295886182,0.7022293605464609,0.21142613084409623,0.2310645023708573
677,7058361a1dae4536bc6e7fa0ddab9a27,CG1741,0,27.2,26.8,0.3999999999999986,0.45024142047620225,0.28205128205128205,0.20496894409937894,0.3326613721072379,0.35013932061779884,0.9235600671294028,0.2846064940839279,0.9329259980391121,0.4577893820713664
678,585a591fd7d2463caf1c585a6df8a45a,TA5751,1,26.8,18.9,7.900000000000002,0.7272767077472568,0.5659340659340658,0.6521739130434783,0.47866717911731527,0.9085613030877335,0.8475738259231608,0.6941504279059878,0.5659951384437439,0.260576815172259
681,0d9d51559c494a06ad2087f8531129df,TA5751,1,26.8,23.6,3.1999999999999993,0.7159491139074639,0.5238095238095238,0.6925465838509317,0.45055153585256724,0.894902277972828,0.8410812050104433,0.6629062965059733,0.5200204071527016,0.2549750149128211
682,4dfe2fd56f464be79f232ba9bca3019b,TA5751,1,26.8,14.3,12.5,0.7167619958425915,0.608058608058608,0.562111801242236,0.5199731201406063,0.8177768480817387,0.8784071564259947,0.685482461402237,0.6299581496724019,0.2505899899937697
686,224fff7822144768b6b0394c86d276f1,TA0438,1,13.9,16.0,2.0999999999999996,0.5265348941426704,0.564102564102564,0.5093167701863354,0.510661319959549,0.6414823366490137,0.9074938559013026,0.6226590183531402,0.5338279589062843,0.20668369046297325
687,a7003e1ec00b4b138dbd5eddd256b9c6,TA5751,1,26.8,26.8,0.0,0.6624583330194427,0.7197802197802198,0.35403726708074534,0.6620050194001567,0.5403383976543474,0.9421261200401412,0.6993223617805335,0.7312538169289683,0.2861530586127464
691,c1a6b4a2915542fca81713bf45a6ab72,TA0185,0,22.8,17.7,5.100000000000001,0.5893885074884679,0.46703296703296704,0.6055900621118012,0.4595087740601953,0.4495568484529552,0.928726374790276,0.4846019136178723,0.32466860187200175,0.293109367984576
692,a37670b63980457d906c6f49390e4289,TA0440,1,16.0,13.9,2.0999999999999996,0.45878968522248426,0.6391941391941393,0.6583850931677018,0.7216295020948192,0.3885433059869273,0.9615177542596794,0.7195154186709378,0.29464054084674063,0.2977291657533646
702,0a4fb238f90a4c7a840512d3fadb04f9,TA433,0,17.7,18.9,1.1999999999999993,0.5147111880529742,0.4706959706959707,0.9627329192546583,0.5724721976395292,0.4574197377722018,0.9421804647169024,0.7676192276018676,0.17109951502457765,0.31148913123753724
709,f7bedfe7d5884de3bd3359e568528dc1,TA5751,1,26.8,24.0,2.8000000000000007,0.6762687946252797,0.7124542124542125,0.3571428571428571,0.6429711129834682,0.5931458752775634,0.9340121455044301,0.6908377112772333,0.7392644290675435,0.28380312545640424
711,65129795609b404b9204baa1165a0157,TA0432,0,14.3,25.5,11.2,0.39636705583526916,0.30952380952380953,0.5683229813664596,0.3367702503464569,0.42379747181197014,0.9107993975166316,0.4228523093301957,0.4140673972142551,0.2349683783702
712,03b7b12b9b754ea6a40e708e55d61f53,TA0154,1,22.9,14.3,8.599999999999998,0.8594676412255005,0.5604395604395603,0.4565217391304348,0.6055543529384139,0.34937683749008086,0.9569099888901302,0.6196945105940954,0.5065881289013082,0.36491408292865146
726,b503276a07704fa19f3240e204181ca9,TA5751,1,26.8,20.4,6.400000000000002,0.6909915849409645,0.652014652014652,0.4782608695652174,0.563698058112094,0.7483856530111164,0.9002413763127934,0.6990056046626567,0.7201980793744344,0.2684382895106204
728,f03fd08d4b2d4196b8603b53c026a285,TA0440,1,16.0,22.9,6.899999999999999,0.4597577216416487,0.6886446886446885,0.7546583850931676,0.7798898943332334,0.43660720288665555,0.96119005531063,0.7653825893340764,0.2574176616740246,0.2773425930654139
729,08e4445a60ed4f8f80191d4036a312ad,TA5751,1,26.8,27.2,0.3999999999999986,0.7274011837591432,0.5567765567765567,0.6614906832298135,0.47357056230175876,0.9121469206770918,0.8450380711005525,0.6916469074033447,0.5632539006798215,0.2640581749941356
735,93420530a84f476da6fa429e2c76289c,CG1741,0,27.2,24.5,2.6999999999999993,0.38685338986328416,0.31868131868131866,0.4285714285714286,0.36010226870477047,0.2492739029942901,0.9440203413331532,0.2923057661028575,0.43686839467361704,0.3952475376263693
741,e8953d32beb443b384923ee535869c1d,TA433,0,17.7,20.2,2.5,0.508223279239526,0.4487179487179487,0.9254658385093166,0.5687562781506948,0.37145666640792907,0.951530808849634,0.7215687409382785,0.19663127517984402,0.29649129404685803
742,771dff3d388f4e03965b2f2a59e8e23b,TA0477,1,16.1,13.9,2.200000000000001,0.43649957250760624,0.2912087912087912,0.670807453416149,0.24402183073611228,0.9266341001037337,0.7123033442363172,0.5884872254564637,0.6715896680388701,0.518272501084252
744,7cec9508f13b4ce9a42938513670b6ef,TA5751,1,26.8,26.8,0.0,0.7273747106707633,0.6062271062271062,0.593167701863354,0.5151770136372552,0.8445117033278111,0.8719984517824974,0.6932208192830924,0.6046831610586264,0.2538791247870927
747,a0c619fadee245b290b53fb0815b5274,TA5751,1,26.8,26.8,0.0,0.6786149302608093,0.7142857142857143,0.36024844720496896,0.6544024575629671,0.5590703037993288,0.9392539138755732,0.6982853692814959,0.7374382016125732,0.2881586813143736
751,a8068ecae3e14c538b4d51c560b0b9dc,TA5751,1,26.8,16.0,10.8,0.7027738300493525,0.6117216117216117,0.5279503105590062,0.5219411929561272,0.8141730692136142,0.8795778588316225,0.6894969902809609,0.6851729983575295,0.2568272505164656
752,76a4cf5d8b3d4c4ab9ca50ae5acc99c4,TA5751,1,26.8,17.7,9.100000000000001,0.6499215053039955,0.7161172161172161,0.37577639751552794,0.6416930186144508,0.6300284540018941,0.9293605957571429,0.7126491604198606,0.7585558629382195,0.28000562825383424
755,4bd9edfd787146af8807434cb5b88103,TA5751,1,26.8,25.4,1.4000000000000021,0.6499215053039955,0.7161172161172161,0.37577639751552794,0.6416930186144508,0.6300284540018941,0.9293605957571429,0.7126491604198606,0.7585558629382195,0.28000562825383424
758,9bc2c1f29c454e599f1aec831d1d7289,TA0159,1,22.3,26.8,4.5,0.5973157287640873,0.2857142857142857,0.6459627329192545,0.27991578306921094,0.8359458272300844,0.7771877373908432,0.6194797428418113,0.6343311860397555,0.5045203869451225
763,401aedf8c8d44a7ab639ba651a152a71,TA5751,1,26.8,26.8,0.0,0.6499215053039955,0.7161172161172161,0.37577639751552794,0.6416930186144508,0.6300284540018941,0.9293605957571429,0.7126491604198606,0.7585558629382195,0.28000562825383424
772,78941b6ca6404aab968ff97515d0d5e4,TA5751,1,26.8,16.0,10.8,0.7074504127627952,0.6666666666666666,0.4627329192546583,0.5758027742676225,0.7280461831148708,0.9057353361070236,0.7028368175409301,0.7211971861039937,0.2634035905063942
785,0aecedb935e24908ba657ffca21cf16c,TA5719,0,26.8,25.5,1.3000000000000007,0.41044668576093574,0.17582417582417575,0.4409937888198757,0.25137359709627294,0.2563137231598548,0.9251530854897329,0.22078290479817608,0.4828923060319136,0.4060057358151043
786,3016cc7bd81c4e96ae8beacf7b1cc2e4,TA5751,1,26.8,26.8,0.0,0.725498952105819,0.5695970695970697,0.6490683229813665,0.48367642475445505,0.902919683451817,0.85049007023658,0.6956614362820688,0.575698246630194,0.2622963045829138
787,2a1de51db62d4a3388030953912e9552,TA5751,1,26.8,25.4,1.4000000000000021,0.7302215988670178,0.6025641025641025,0.6024844720496894,0.510550783783465,0.8571699693375867,0.8682277671918871,0.6958762040343529,0.598834546859656,0.25082847141190195
